org.apache.tools.ant.types.RedirectorElement	public void configure(org.apache.tools.ant.taskdefs.Redirector, java.lang.String) 	redirector	B3	0/46
org.apache.tools.ant.taskdefs.optional.net.SetProxy	public void applyWebProxySettings() 	enablingProxy	B1	4/7
org.apache.tools.ant.taskdefs.XSLTProcess	public void execute() throws org.apache.tools.ant.BuildException	loader	B3	2/3
org.apache.tools.ant.taskdefs.XSLTProcess	public void execute() throws org.apache.tools.ant.BuildException	loader	B7	1/2
org.apache.tools.ant.taskdefs.optional.net.FTP.FTPDirectoryScanner	private void checkRemoteSensitivity(org.apache.commons.net.ftp.FTPFile[], java.lang.String) 	target	B5	2/3
org.apache.tools.ant.taskdefs.optional.net.FTP.FTPDirectoryScanner	private void checkRemoteSensitivity(org.apache.commons.net.ftp.FTPFile[], java.lang.String) 	target	B6	1/2
org.apache.tools.ant.types.optional.image.Rotate	public javax.media.jai.PlanarImage executeTransformOperation(javax.media.jai.PlanarImage) 	graphics	B5	2/3
org.apache.tools.ant.types.optional.image.Rotate	public javax.media.jai.PlanarImage executeTransformOperation(javax.media.jai.PlanarImage) 	graphics	B6	1/2
org.apache.tools.ant.taskdefs.ExecuteOn	protected void runExec(org.apache.tools.ant.taskdefs.Execute) throws org.apache.tools.ant.BuildException	currentType	B3	4/6
org.apache.tools.ant.taskdefs.ExecuteOn	protected void runExec(org.apache.tools.ant.taskdefs.Execute) throws org.apache.tools.ant.BuildException	currentType	B4	1/2
org.apache.tools.ant.Main	protected void addBuildListeners(org.apache.tools.ant.Project) 	project	B1	3/5
org.apache.tools.ant.taskdefs.Execute	private static Vector#RAW addVMSLogicals(Vector#RAW, java.io.BufferedReader) throws java.io.IOException	logName	B9	3/5
org.apache.tools.ant.taskdefs.LoadResource	public final void execute() throws org.apache.tools.ant.BuildException	bis	B9	3/5
org.apache.tools.ant.taskdefs.optional.extension.resolvers.URLResolver	public java.io.File resolve(org.apache.tools.ant.taskdefs.optional.extension.Extension, org.apache.tools.ant.Project) throws org.apache.tools.ant.BuildException	get	B1	3/5
org.apache.tools.ant.taskdefs.optional.net.FTP	protected void doSiteCommand(org.apache.commons.net.ftp.FTPClient, java.lang.String) throws java.io.IOException, org.apache.tools.ant.BuildException	myReply	B1	3/5
org.apache.tools.ant.taskdefs.optional.net.FTPTest	public void testAlternateExcludeInclude() 	ds	B5	3/5
org.apache.tools.ant.taskdefs.optional.net.FTPTest	public void testAlternateIncludeExclude() 	ds	B5	3/5
org.apache.tools.ant.taskdefs.optional.net.FTPTest	public void testExcludeHasPrecedence() 	ds	B5	3/5
org.apache.tools.ant.taskdefs.optional.net.FTPTest	public void testExcludeOneFile() 	ds	B5	3/5
org.apache.tools.ant.taskdefs.optional.net.FTPTest	public void testFullpathDiffersInCaseScanningInsensitive() 	ds	B5	3/5
org.apache.tools.ant.taskdefs.optional.net.FTPTest	public void testParentDiffersInCaseScanningInsensitive() 	ds	B5	3/5
org.apache.tools.ant.taskdefs.optional.net.FTPTest	public void testPatternsDifferInCaseScanningInsensitive() 	ds	B5	3/5
org.apache.tools.ant.taskdefs.optional.ssh.ScpToMessage	private void doMultipleTransfer() throws java.io.IOException, com.jcraft.jsch.JSchException	channel	B1	3/5
org.apache.tools.ant.util.FileUtils	public java.lang.String toVMSPath(java.io.File) 	directory	B5	3/5
org.apache.tools.mail.MailMessage	static java.lang.String sanitizeAddress(java.lang.String) 	paramDepth	B3	3/5
org.apache.tools.ant.PropertyHelper	static void parsePropertyStringDefault(java.lang.String, Vector#RAW, Vector#RAW) throws org.apache.tools.ant.BuildException	prev	B5	6/10
org.apache.tools.ant.taskdefs.optional.net.FTPConfigurator	static org.apache.commons.net.ftp.FTPClient configure(org.apache.commons.net.ftp.FTPClient, org.apache.tools.ant.taskdefs.optional.net.FTP) 	config	B1	12/20
org.apache.tools.ant.taskdefs.Execute	private static Vector#RAW addVMSLogicals(Vector#RAW, java.io.BufferedReader) throws java.io.IOException	newLogName	B3	3/4
org.apache.tools.ant.taskdefs.Execute	private static Vector#RAW addVMSLogicals(Vector#RAW, java.io.BufferedReader) throws java.io.IOException	newLogName	B6	2/3
org.apache.tools.ant.taskdefs.Execute	private static Vector#RAW addVMSLogicals(Vector#RAW, java.io.BufferedReader) throws java.io.IOException	newLogName	B9	1/2
org.apache.tools.ant.util.ClasspathUtilsTest	public void testOnlyOneInstance() 	count	B1	5/7
org.apache.tools.ant.util.ClasspathUtilsTest	public void testOnlyOneInstance() 	count	B2	1/2
org.apache.tools.ant.util.ClasspathUtilsTest	public void testOnlyOneInstance() 	list	B1	5/7
org.apache.tools.ant.util.ClasspathUtilsTest	public void testOnlyOneInstance() 	list	B2	1/2
org.apache.tools.bzip2.CBZip2InputStream	private boolean bsGetBit() throws java.io.IOException	bsBuffShadow	B1	5/7
org.apache.tools.bzip2.CBZip2InputStream	private boolean bsGetBit() throws java.io.IOException	bsBuffShadow	B2	1/2
org.apache.tools.ant.taskdefs.SQLExec	protected void execSQL(java.lang.String, java.io.PrintStream) throws java.sql.SQLException	updateCountTotal	B4	4/7
org.apache.tools.ant.taskdefs.SQLExec	protected void execSQL(java.lang.String, java.io.PrintStream) throws java.sql.SQLException	updateCountTotal	B5	3/6
org.apache.tools.ant.taskdefs.SQLExec	protected void execSQL(java.lang.String, java.io.PrintStream) throws java.sql.SQLException	updateCountTotal	B6	4/5
org.apache.tools.ant.taskdefs.JarTest	public void testRootFilesInIndex() throws java.io.IOException	foundFoo	B2	3/4
org.apache.tools.ant.taskdefs.JarTest	public void testRootFilesInIndex() throws java.io.IOException	foundFoo	B3	1/2
org.apache.tools.ant.taskdefs.Length	private void handleResources(org.apache.tools.ant.taskdefs.Length.Handler) 	h	B2	3/4
org.apache.tools.ant.taskdefs.Length	private void handleResources(org.apache.tools.ant.taskdefs.Length.Handler) 	h	B4	1/2
org.apache.tools.ant.types.optional.image.Arc	public javax.media.jai.PlanarImage executeDrawOperation() 	graphics	B6	3/4
org.apache.tools.ant.types.optional.image.Arc	public javax.media.jai.PlanarImage executeDrawOperation() 	graphics	B8	1/2
org.apache.tools.ant.types.optional.image.Ellipse	public javax.media.jai.PlanarImage executeDrawOperation() 	graphics	B6	3/4
org.apache.tools.ant.types.optional.image.Ellipse	public javax.media.jai.PlanarImage executeDrawOperation() 	graphics	B8	1/2
org.apache.tools.ant.types.optional.image.Rectangle	public javax.media.jai.PlanarImage executeDrawOperation() 	graphics	B10	3/4
org.apache.tools.ant.types.optional.image.Rectangle	public javax.media.jai.PlanarImage executeDrawOperation() 	graphics	B12	1/2
org.apache.tools.ant.taskdefs.optional.net.FTPTest	public void testChildrenOfExcludedDirectory() 	ds	B5	5/8
org.apache.tools.ant.taskdefs.optional.net.FTPTest	public void testOrderOfIncludePatternsIrrelevant() 	ds	B5	5/8
org.apache.tools.ant.taskdefs.optional.perforce.SimpleP4OutputHandler	public void process(java.lang.String) throws org.apache.tools.ant.BuildException	parent	B3	5/8
org.apache.tools.ant.taskdefs.optional.i18n.Translate	private void translate() throws org.apache.tools.ant.BuildException	replace	B16	10/13
org.apache.tools.ant.taskdefs.optional.i18n.Translate	private void translate() throws org.apache.tools.ant.BuildException	replace	B18	8/10
org.apache.tools.ant.taskdefs.optional.i18n.Translate	private void translate() throws org.apache.tools.ant.BuildException	replace	B19	6/8
org.apache.tools.ant.taskdefs.optional.i18n.Translate	private void translate() throws org.apache.tools.ant.BuildException	replace	B22	2/4
org.apache.tools.ant.taskdefs.optional.i18n.Translate	private void translate() throws org.apache.tools.ant.BuildException	replace	B24	1/3
org.apache.tools.ant.helper.ProjectHelper2	public void parse(org.apache.tools.ant.Project, java.lang.Object, org.apache.tools.ant.helper.ProjectHelper2.RootHandler) throws org.apache.tools.ant.BuildException	url	B1	3/5
org.apache.tools.ant.helper.ProjectHelper2	public void parse(org.apache.tools.ant.Project, java.lang.Object, org.apache.tools.ant.helper.ProjectHelper2.RootHandler) throws org.apache.tools.ant.BuildException	url	B3	2/3
org.apache.tools.ant.taskdefs.PathConvert	public void execute() throws org.apache.tools.ant.BuildException	savedPath	B1	7/9
org.apache.tools.ant.taskdefs.PathConvert	public void execute() throws org.apache.tools.ant.BuildException	savedPath	B2	1/2
org.apache.tools.ant.helper.ProjectHelper2.TargetHandler	public void onStartElement(java.lang.String, java.lang.String, java.lang.String, org.xml.sax.Attributes, org.apache.tools.ant.helper.AntXMLContext) throws org.xml.sax.SAXParseException	target	B1	26/40
org.apache.tools.ant.taskdefs.optional.splash.SplashTask	public void execute() throws org.apache.tools.ant.BuildException	success	B3	16/19
org.apache.tools.ant.taskdefs.optional.splash.SplashTask	public void execute() throws org.apache.tools.ant.BuildException	success	B9	6/9
org.apache.tools.ant.taskdefs.optional.splash.SplashTask	public void execute() throws org.apache.tools.ant.BuildException	success	B13	1/4
org.apache.tools.ant.taskdefs.Move	protected void doFileOperations() 	selfMove	B20	5/7
org.apache.tools.ant.taskdefs.Move	protected void doFileOperations() 	selfMove	B21	3/4
org.apache.tools.ant.taskdefs.Move	protected void doFileOperations() 	selfMove	B22	1/2
org.apache.tools.ant.taskdefs.ExecuteJava	public void execute(org.apache.tools.ant.Project) throws org.apache.tools.ant.BuildException	project	B8	4/5
org.apache.tools.ant.taskdefs.ExecuteJava	public void execute(org.apache.tools.ant.Project) throws org.apache.tools.ant.BuildException	project	B10	2/3
org.apache.tools.ant.taskdefs.ExecuteJava	public void execute(org.apache.tools.ant.Project) throws org.apache.tools.ant.BuildException	project	B12	1/2
org.apache.tools.ant.taskdefs.JarTest	public void testRootFilesInIndex() throws java.io.IOException	foundSub	B2	4/5
org.apache.tools.ant.taskdefs.JarTest	public void testRootFilesInIndex() throws java.io.IOException	foundSub	B3	2/3
org.apache.tools.ant.taskdefs.JarTest	public void testRootFilesInIndex() throws java.io.IOException	foundSub	B5	1/2
org.apache.tools.ant.PropertyHelper	public java.lang.String replaceProperties(java.lang.String, java.lang.String, Hashtable#RAW) throws org.apache.tools.ant.BuildException	project	B3	13/15
org.apache.tools.ant.PropertyHelper	public java.lang.String replaceProperties(java.lang.String, java.lang.String, Hashtable#RAW) throws org.apache.tools.ant.BuildException	project	B4	9/11
org.apache.tools.ant.PropertyHelper	public java.lang.String replaceProperties(java.lang.String, java.lang.String, Hashtable#RAW) throws org.apache.tools.ant.BuildException	project	B5	8/10
org.apache.tools.ant.PropertyHelper	public java.lang.String replaceProperties(java.lang.String, java.lang.String, Hashtable#RAW) throws org.apache.tools.ant.BuildException	project	B6	6/8
org.apache.tools.ant.PropertyHelper	public java.lang.String replaceProperties(java.lang.String, java.lang.String, Hashtable#RAW) throws org.apache.tools.ant.BuildException	project	B8	2/4
org.apache.tools.ant.PropertyHelper	public java.lang.String replaceProperties(java.lang.String, java.lang.String, Hashtable#RAW) throws org.apache.tools.ant.BuildException	project	B10	0/2
org.apache.tools.bzip2.CBZip2OutputStream	private boolean mainSimpleSort(org.apache.tools.bzip2.CBZip2OutputStream.Data, int, int, int) 	workDoneShadow	B1	3/100
org.apache.tools.bzip2.CBZip2OutputStream	private boolean mainSimpleSort(org.apache.tools.bzip2.CBZip2OutputStream.Data, int, int, int) 	workDoneShadow	B3	2/99
org.apache.tools.bzip2.CBZip2OutputStream	private boolean mainSimpleSort(org.apache.tools.bzip2.CBZip2OutputStream.Data, int, int, int) 	workDoneShadow	B4	2/98
org.apache.tools.bzip2.CBZip2OutputStream	private boolean mainSimpleSort(org.apache.tools.bzip2.CBZip2OutputStream.Data, int, int, int) 	workDoneShadow	B6	2/96
org.apache.tools.bzip2.CBZip2OutputStream	private boolean mainSimpleSort(org.apache.tools.bzip2.CBZip2OutputStream.Data, int, int, int) 	workDoneShadow	B7	0/88
org.apache.tools.bzip2.CBZip2OutputStream	private boolean mainSimpleSort(org.apache.tools.bzip2.CBZip2OutputStream.Data, int, int, int) 	workDoneShadow	B10	1/82
org.apache.tools.bzip2.CBZip2OutputStream	private boolean mainSimpleSort(org.apache.tools.bzip2.CBZip2OutputStream.Data, int, int, int) 	workDoneShadow	B11	79/80
org.apache.tools.bzip2.CBZip2OutputStream	private boolean mainSimpleSort(org.apache.tools.bzip2.CBZip2OutputStream.Data, int, int, int) 	workDoneShadow	B12	74/75
org.apache.tools.bzip2.CBZip2OutputStream	private boolean mainSimpleSort(org.apache.tools.bzip2.CBZip2OutputStream.Data, int, int, int) 	workDoneShadow	B17	25/26
org.apache.tools.bzip2.CBZip2OutputStream	private boolean mainSimpleSort(org.apache.tools.bzip2.CBZip2OutputStream.Data, int, int, int) 	workDoneShadow	B18	21/22
org.apache.tools.bzip2.CBZip2OutputStream	private boolean mainSimpleSort(org.apache.tools.bzip2.CBZip2OutputStream.Data, int, int, int) 	workDoneShadow	B19	20/21
org.apache.tools.bzip2.CBZip2OutputStream	private boolean mainSimpleSort(org.apache.tools.bzip2.CBZip2OutputStream.Data, int, int, int) 	workDoneShadow	B20	19/20
org.apache.tools.bzip2.CBZip2OutputStream	private boolean mainSimpleSort(org.apache.tools.bzip2.CBZip2OutputStream.Data, int, int, int) 	workDoneShadow	B21	18/19
org.apache.tools.bzip2.CBZip2OutputStream	private boolean mainSimpleSort(org.apache.tools.bzip2.CBZip2OutputStream.Data, int, int, int) 	workDoneShadow	B22	17/18
org.apache.tools.bzip2.CBZip2OutputStream	private boolean mainSimpleSort(org.apache.tools.bzip2.CBZip2OutputStream.Data, int, int, int) 	workDoneShadow	B23	16/17
org.apache.tools.bzip2.CBZip2OutputStream	private boolean mainSimpleSort(org.apache.tools.bzip2.CBZip2OutputStream.Data, int, int, int) 	workDoneShadow	B24	15/16
org.apache.tools.bzip2.CBZip2OutputStream	private boolean mainSimpleSort(org.apache.tools.bzip2.CBZip2OutputStream.Data, int, int, int) 	workDoneShadow	B25	8/9
org.apache.tools.bzip2.CBZip2OutputStream	private boolean mainSimpleSort(org.apache.tools.bzip2.CBZip2OutputStream.Data, int, int, int) 	workDoneShadow	B26	7/8
org.apache.tools.bzip2.CBZip2OutputStream	private boolean mainSimpleSort(org.apache.tools.bzip2.CBZip2OutputStream.Data, int, int, int) 	workDoneShadow	B27	6/7
org.apache.tools.bzip2.CBZip2OutputStream	private boolean mainSimpleSort(org.apache.tools.bzip2.CBZip2OutputStream.Data, int, int, int) 	workDoneShadow	B28	5/6
org.apache.tools.bzip2.CBZip2OutputStream	private boolean mainSimpleSort(org.apache.tools.bzip2.CBZip2OutputStream.Data, int, int, int) 	workDoneShadow	B29	4/5
org.apache.tools.bzip2.CBZip2OutputStream	private boolean mainSimpleSort(org.apache.tools.bzip2.CBZip2OutputStream.Data, int, int, int) 	workDoneShadow	B30	3/4
org.apache.tools.bzip2.CBZip2OutputStream	private boolean mainSimpleSort(org.apache.tools.bzip2.CBZip2OutputStream.Data, int, int, int) 	workDoneShadow	B31	2/3
org.apache.tools.bzip2.CBZip2OutputStream	private boolean mainSimpleSort(org.apache.tools.bzip2.CBZip2OutputStream.Data, int, int, int) 	workDoneShadow	B32	1/2
org.apache.tools.ant.BuildFileTest	private java.lang.String cleanBuffer(java.lang.StringBuffer) 	cr	B3	2/3
org.apache.tools.ant.Main	private void processArgs(java.lang.String[]) 	searchForThis	B43	2/3
org.apache.tools.ant.Project	public void executeSortedTargets(Vector#RAW) throws org.apache.tools.ant.BuildException	canExecute	B5	2/3
org.apache.tools.ant.filters.util.ChainReaderHelper	public java.io.Reader getAssembledReader() throws org.apache.tools.ant.BuildException	consPresent	B20	2/3
org.apache.tools.ant.launch.Locator	public static java.lang.String encodeURI(java.lang.String) throws java.io.UnsupportedEncodingException	len	B14	2/3
org.apache.tools.ant.taskdefs.Javadoc	public void execute() throws org.apache.tools.ant.BuildException	srcListWriter	B114	2/3
org.apache.tools.ant.taskdefs.Move	protected void doFileOperations() 	selfMove	B12	2/3
org.apache.tools.ant.types.Path	public static java.lang.String[] translatePath(org.apache.tools.ant.Project, java.lang.String) 	tok	B3	2/3
org.apache.tools.ant.types.selectors.modifiedselector.ModifiedSelector	public boolean isSelected(org.apache.tools.ant.types.Resource) 	tmpResource	B3	2/3
org.apache.tools.ant.util.FileUtils	public static java.lang.String translatePath(java.lang.String) 	tokenizer	B3	2/3
org.apache.tools.bzip2.CBZip2InputStream	private void initBlock() throws java.io.IOException	crc	B3	2/3
org.apache.tools.bzip2.CBZip2OutputStream	private void generateMTFValues() 	unseqToSeq	B1	6/8
org.apache.tools.bzip2.CBZip2OutputStream	private void generateMTFValues() 	unseqToSeq	B2	3/4
org.apache.tools.bzip2.CBZip2OutputStream	private void generateMTFValues() 	unseqToSeq	B3	1/2
org.apache.tools.ant.taskdefs.optional.ssh.ScpToMessage	private void doSingleTransfer() throws java.io.IOException, com.jcraft.jsch.JSchException	channel	B1	4/6
org.apache.tools.ant.taskdefs.Zip	protected org.apache.tools.ant.types.Resource[][] grabNonFileSetResources(org.apache.tools.ant.types.ResourceCollection[]) 	lastDir	B4	4/5
org.apache.tools.ant.taskdefs.Zip	protected org.apache.tools.ant.types.Resource[][] grabNonFileSetResources(org.apache.tools.ant.types.ResourceCollection[]) 	lastDir	B5	3/4
org.apache.tools.ant.taskdefs.Zip	protected org.apache.tools.ant.types.Resource[][] grabNonFileSetResources(org.apache.tools.ant.types.ResourceCollection[]) 	lastDir	B6	1/2
org.apache.tools.ant.taskdefs.Ant	private void copyReference(java.lang.String, java.lang.String) 	copy	B1	5/7
org.apache.tools.ant.taskdefs.Ant	private void copyReference(java.lang.String, java.lang.String) 	copy	B3	4/6
org.apache.tools.ant.taskdefs.MakeUrl	private java.lang.String pathsToURL() 	count	B3	5/7
org.apache.tools.ant.taskdefs.MakeUrl	private java.lang.String pathsToURL() 	count	B4	4/5
org.apache.tools.ant.taskdefs.MakeUrl	private java.lang.String pathsToURL() 	count	B5	3/4
org.apache.tools.ant.taskdefs.MakeUrl	private java.lang.String pathsToURL() 	count	B6	1/2
org.apache.tools.ant.taskdefs.optional.image.Image	public void processFile(java.io.File) 	image	B2	3/4
org.apache.tools.ant.taskdefs.optional.image.Image	public void processFile(java.io.File) 	image	B3	2/3
org.apache.tools.ant.helper.ProjectHelper2	public void parse(org.apache.tools.ant.Project, java.lang.Object, org.apache.tools.ant.helper.ProjectHelper2.RootHandler) throws org.apache.tools.ant.BuildException	context	B1	6/8
org.apache.tools.ant.helper.ProjectHelper2	public void parse(org.apache.tools.ant.Project, java.lang.Object, org.apache.tools.ant.helper.ProjectHelper2.RootHandler) throws org.apache.tools.ant.BuildException	context	B2	2/3
org.apache.tools.ant.types.selectors.MajoritySelector	public boolean isSelected(java.io.File, java.lang.String, java.io.File) 	novotes	B1	5/7
org.apache.tools.ant.types.selectors.MajoritySelector	public boolean isSelected(java.io.File, java.lang.String, java.io.File) 	novotes	B2	3/4
org.apache.tools.ant.types.selectors.MajoritySelector	public boolean isSelected(java.io.File, java.lang.String, java.io.File) 	novotes	B3	2/3
org.apache.tools.ant.types.selectors.MajoritySelector	public boolean isSelected(java.io.File, java.lang.String, java.io.File) 	yesvotes	B1	5/7
org.apache.tools.ant.types.selectors.MajoritySelector	public boolean isSelected(java.io.File, java.lang.String, java.io.File) 	yesvotes	B2	3/4
org.apache.tools.ant.types.selectors.MajoritySelector	public boolean isSelected(java.io.File, java.lang.String, java.io.File) 	yesvotes	B3	2/3
org.apache.tools.ant.util.ProxySetup	public void enableProxies() 	owner	B1	5/6
org.apache.tools.ant.util.ProxySetup	public void enableProxies() 	owner	B2	4/5
org.apache.tools.ant.util.ProxySetup	public void enableProxies() 	owner	B4	1/2
org.apache.tools.ant.Project	public void executeSortedTargets(Vector#RAW) throws org.apache.tools.ant.BuildException	curtarget	B3	7/9
org.apache.tools.ant.Project	public void executeSortedTargets(Vector#RAW) throws org.apache.tools.ant.BuildException	curtarget	B4	6/7
org.apache.tools.ant.Project	public void executeSortedTargets(Vector#RAW) throws org.apache.tools.ant.BuildException	curtarget	B7	1/2
org.apache.tools.ant.types.mappers.FilterMapper	public java.lang.String[] mapFileName(java.lang.String) 	helper	B1	5/7
org.apache.tools.zip.ZipFile	private void resolveLocalFileHeaderData() throws java.io.IOException	offsetEntry	B3	5/7
org.apache.tools.ant.taskdefs.optional.ssh.ScpFromMessage	public void execute() throws java.io.IOException, com.jcraft.jsch.JSchException	channel	B1	7/9
org.apache.tools.ant.taskdefs.optional.ssh.ScpFromMessage	public void execute() throws java.io.IOException, com.jcraft.jsch.JSchException	channel	B3	4/6
org.apache.tools.ant.taskdefs.Available	public boolean eval() throws org.apache.tools.ant.BuildException	classpath	B1	7/8
org.apache.tools.ant.taskdefs.Available	public boolean eval() throws org.apache.tools.ant.BuildException	classpath	B3	4/5
org.apache.tools.ant.taskdefs.Available	public boolean eval() throws org.apache.tools.ant.BuildException	classpath	B6	1/2
org.apache.tools.bzip2.CBZip2OutputStream	private int sendMTFValues1(int, int) 	bt	B9	16/18
org.apache.tools.bzip2.CBZip2OutputStream	private int sendMTFValues1(int, int) 	bt	B20	3/5
org.apache.tools.bzip2.CBZip2OutputStream	private int sendMTFValues1(int, int) 	bt	B21	3/4
org.apache.tools.bzip2.CBZip2OutputStream	private int sendMTFValues1(int, int) 	bt	B22	2/3
org.apache.tools.ant.taskdefs.MakeUrl	private java.lang.String filesetsToURL() 	count	B3	6/8
org.apache.tools.ant.taskdefs.MakeUrl	private java.lang.String filesetsToURL() 	count	B4	5/6
org.apache.tools.ant.taskdefs.MakeUrl	private java.lang.String filesetsToURL() 	count	B5	4/5
org.apache.tools.ant.taskdefs.MakeUrl	private java.lang.String filesetsToURL() 	count	B6	1/2
org.apache.tools.ant.helper.ProjectHelper2	public void parse(org.apache.tools.ant.Project, java.lang.Object, org.apache.tools.ant.helper.ProjectHelper2.RootHandler) throws org.apache.tools.ant.BuildException	buildFileName	B1	8/11
org.apache.tools.bzip2.CBZip2OutputStream	private void sendMTFValues0(int, int) 	remF	B4	4/5
org.apache.tools.bzip2.CBZip2OutputStream	private void sendMTFValues0(int, int) 	remF	B6	2/3
org.apache.tools.ant.taskdefs.optional.ssh.ScpFromMessage	private void startRemoteCpProtocol(java.io.InputStream, java.io.OutputStream, java.io.File) throws java.io.IOException	startFile	B3	7/9
org.apache.tools.ant.taskdefs.optional.ssh.ScpFromMessage	private void startRemoteCpProtocol(java.io.InputStream, java.io.OutputStream, java.io.File) throws java.io.IOException	startFile	B10	6/8
org.apache.tools.ant.taskdefs.optional.ssh.ScpFromMessage	private void startRemoteCpProtocol(java.io.InputStream, java.io.OutputStream, java.io.File) throws java.io.IOException	startFile	B12	4/6
org.apache.tools.bzip2.CBZip2OutputStream	private void writeRun() throws java.io.IOException	data	B1	15/20
org.apache.tools.bzip2.CBZip2OutputStream	private void writeRun() throws java.io.IOException	data	B2	13/18
org.apache.tools.ant.taskdefs.Javadoc	private void parsePackages(Vector#RAW, org.apache.tools.ant.types.Path) 	containsPackages	B21	9/11
org.apache.tools.ant.taskdefs.Javadoc	private void parsePackages(Vector#RAW, org.apache.tools.ant.types.Path) 	containsPackages	B22	5/6
org.apache.tools.ant.taskdefs.Javadoc	private void parsePackages(Vector#RAW, org.apache.tools.ant.types.Path) 	containsPackages	B23	4/5
org.apache.tools.ant.taskdefs.Javadoc	private void parsePackages(Vector#RAW, org.apache.tools.ant.types.Path) 	containsPackages	B24	1/2
org.apache.tools.ant.Project	public void executeSortedTargets(Vector#RAW) throws org.apache.tools.ant.BuildException	thrownException	B1	10/12
org.apache.tools.ant.Project	public void executeSortedTargets(Vector#RAW) throws org.apache.tools.ant.BuildException	thrownException	B2	9/11
org.apache.tools.ant.Project	public void executeSortedTargets(Vector#RAW) throws org.apache.tools.ant.BuildException	thrownException	B3	8/10
org.apache.tools.ant.Project	public void executeSortedTargets(Vector#RAW) throws org.apache.tools.ant.BuildException	thrownException	B4	6/8
org.apache.tools.ant.Project	public void executeSortedTargets(Vector#RAW) throws org.apache.tools.ant.BuildException	thrownException	B7	1/2
org.apache.tools.ant.DemuxOutputStream	public void write(byte[], int, int) throws java.io.IOException	blockStartOffset	B7	3/4
org.apache.tools.ant.taskdefs.ExecuteJava	public int fork(org.apache.tools.ant.ProjectComponent) throws org.apache.tools.ant.BuildException	cmdl	B1	3/4
org.apache.tools.ant.taskdefs.FixCRLF	public void execute() throws org.apache.tools.ant.BuildException	fileset	B1	3/4
org.apache.tools.ant.types.CommandlineJavaTest	public void testGetCommandline() throws java.lang.Exception	c	B1	3/4
org.apache.tools.ant.util.LineOrientedOutputStream	public final void write(byte[], int, int) throws java.io.IOException	blockStartOffset	B7	3/4
org.apache.tools.ant.taskdefs.Zip	protected void zipFile(java.io.InputStream, org.apache.tools.zip.ZipOutputStream, java.lang.String, long, java.io.File, int) throws java.io.IOException	size	B10	9/12
org.apache.tools.bzip2.CBZip2InputStream	private int getAndMoveToFrontDecode0(int) throws java.io.IOException	zvec	B4	8/9
org.apache.tools.bzip2.CBZip2InputStream	private int getAndMoveToFrontDecode0(int) throws java.io.IOException	zvec	B8	1/2
org.apache.tools.bzip2.CBZip2InputStream	private void getAndMoveToFrontDecode() throws java.io.IOException	zvec	B25	8/9
org.apache.tools.bzip2.CBZip2InputStream	private void getAndMoveToFrontDecode() throws java.io.IOException	zvec	B29	1/2
org.apache.tools.bzip2.CBZip2InputStream	private void getAndMoveToFrontDecode() throws java.io.IOException	zvec	B53	8/9
org.apache.tools.bzip2.CBZip2InputStream	private void getAndMoveToFrontDecode() throws java.io.IOException	zvec	B57	1/2
org.apache.tools.zip.ZipFile	private void populateFromCentralDirectory() throws java.io.IOException	ze	B3	16/21
org.apache.tools.bzip2.CBZip2InputStream	private void recvDecodingTables() throws java.io.IOException	selector	B19	6/7
org.apache.tools.bzip2.CBZip2InputStream	private void recvDecodingTables() throws java.io.IOException	selector	B21	4/5
org.apache.tools.bzip2.CBZip2InputStream	private void recvDecodingTables() throws java.io.IOException	selector	B22	2/3
org.apache.tools.ant.util.FileUtils	public java.io.File resolveFile(java.io.File, java.lang.String) 	file	B1	4/5
org.apache.tools.ant.util.FileUtils	public java.io.File resolveFile(java.io.File, java.lang.String) 	file	B2	3/4
org.apache.tools.ant.taskdefs.FixCRLF.OneLiner	protected void nextLine() throws org.apache.tools.ant.BuildException	eolcount	B1	18/23
org.apache.tools.ant.taskdefs.FixCRLF.OneLiner	protected void nextLine() throws org.apache.tools.ant.BuildException	eolcount	B2	15/19
org.apache.tools.ant.taskdefs.FixCRLF.OneLiner	protected void nextLine() throws org.apache.tools.ant.BuildException	eolcount	B6	13/17
org.apache.tools.bzip2.CBZip2InputStream	private int bsR(int) throws java.io.IOException	bsBuffShadow	B1	8/10
org.apache.tools.bzip2.CBZip2InputStream	private int bsR(int) throws java.io.IOException	bsBuffShadow	B2	6/7
org.apache.tools.bzip2.CBZip2InputStream	private int bsR(int) throws java.io.IOException	bsBuffShadow	B3	5/6
org.apache.tools.bzip2.CBZip2InputStream	private int bsR(int) throws java.io.IOException	bsBuffShadow	B5	2/3
org.apache.tools.ant.UnknownElement	protected java.lang.Object makeObject(org.apache.tools.ant.UnknownElement, org.apache.tools.ant.RuntimeConfigurable) 	ue	B1	8/9
org.apache.tools.ant.UnknownElement	protected java.lang.Object makeObject(org.apache.tools.ant.UnknownElement, org.apache.tools.ant.RuntimeConfigurable) 	ue	B3	5/6
org.apache.tools.ant.UnknownElement	protected java.lang.Object makeObject(org.apache.tools.ant.UnknownElement, org.apache.tools.ant.RuntimeConfigurable) 	ue	B4	2/3
org.apache.tools.ant.helper.ProjectHelperImpl.ProjectHandler	public void init(java.lang.String, org.xml.sax.AttributeList) throws org.xml.sax.SAXParseException	baseDir	B1	8/10
org.apache.tools.ant.helper.ProjectHelperImpl.ProjectHandler	public void init(java.lang.String, org.xml.sax.AttributeList) throws org.xml.sax.SAXParseException	baseDir	B2	8/9
