Complexity metrics,Qua, 13 dez 2017 15:31:40 BRST
"freemind.modes.mindmapmode.dialogs.StylePatternFrame.setPattern(Pattern)",1,4,4
"freemind.modes.mindmapmode.dialogs.StylePatternFrame.setPatternControls(PatternPropertyBase,PropertyBean,PropertyBean,String)",1,1,1
"freemind.modes.mindmapmode.dialogs.StylePatternFrame.setPatternControls(PatternPropertyBase,PropertyBean,PropertyBean,String,ValueTransformator)",3,3,3
"freemind.modes.mindmapmode.dialogs.StylePatternFrame.setPatternList(List<Pattern>)",1,1,1
"freemind.modes.mindmapmode.dialogs.StylePatternFrame.transformEdgeWidth(String)",4,2,4
"freemind.modes.mindmapmode.dialogs.StylePatternFrame.transformStringToWidth(String)",1,1,1
"freemind.modes.mindmapmode.hooks.MindMapHookAdapter.MindMapHookAdapter()",1,1,1
"freemind.modes.mindmapmode.hooks.MindMapHookAdapter.addAccelerator(JMenuItem,String)",1,2,2
"freemind.modes.mindmapmode.hooks.MindMapHookAdapter.getMindMapController()",1,1,1
"freemind.modes.mindmapmode.hooks.MindMapHookFactory.MindMapHookFactory()",1,2,2
"freemind.modes.mindmapmode.hooks.MindMapHookFactory.actualizePlugins()",4,8,8
"freemind.modes.mindmapmode.hooks.MindMapHookFactory.createJavaHook(String,HookDescriptorPluginAction)",1,3,3
"freemind.modes.mindmapmode.hooks.MindMapHookFactory.createModeControllerHook(String)",1,1,1
"freemind.modes.mindmapmode.hooks.MindMapHookFactory.createNodeHook(String)",1,1,1
"freemind.modes.mindmapmode.hooks.MindMapHookFactory.decorateAction(String,AbstractAction)",1,5,5
"freemind.modes.mindmapmode.hooks.MindMapHookFactory.decorateHook(String,HookDescriptorPluginAction,MindMapHook)",1,1,1
"freemind.modes.mindmapmode.hooks.MindMapHookFactory.getHookDescriptor(String)",2,1,3
"freemind.modes.mindmapmode.hooks.MindMapHookFactory.getHookMenuPositions(String)",1,1,1
"freemind.modes.mindmapmode.hooks.MindMapHookFactory.getInstanciationMethod(String)",1,1,1
"freemind.modes.mindmapmode.hooks.MindMapHookFactory.getMenuItem(String,AbstractAction)",2,1,2
"freemind.modes.mindmapmode.hooks.MindMapHookFactory.getPluginBaseClass(HookDescriptorPluginAction)",1,2,2
"freemind.modes.mindmapmode.hooks.MindMapHookFactory.getPluginBaseClass(String)",1,1,1
"freemind.modes.mindmapmode.hooks.MindMapHookFactory.getPossibleModeControllerHooks()",1,1,1
"freemind.modes.mindmapmode.hooks.MindMapHookFactory.getPossibleNodeHooks()",1,1,1
"freemind.modes.mindmapmode.hooks.MindMapHookFactory.getRegistrations()",3,4,6
"freemind.modes.mindmapmode.hooks.MindMapHookFactory.searchFor(Class,Class<?>)",1,6,6
"freemind.modes.mindmapmode.hooks.MindMapNodeHookAdapter.MindMapNodeHookAdapter()",1,1,1
"freemind.modes.mindmapmode.hooks.MindMapNodeHookAdapter.getMindMapController()",1,1,1
"freemind.modes.mindmapmode.hooks.PermanentMindMapNodeHookAdapter.PermanentMindMapNodeHookAdapter()",1,1,1
"freemind.modes.mindmapmode.hooks.PermanentMindMapNodeHookAdapter.getMindMapController()",1,1,1
"freemind.modes.mindmapmode.hooks.PermanentMindMapNodeHookAdapter.propagate(MindMapNode)",1,1,1
"freemind.modes.mindmapmode.listeners.MindMapMouseMotionManager.MindMapMouseMotionManager(MindMapController)",1,1,1
"freemind.modes.mindmapmode.listeners.MindMapMouseMotionManager.mouseDragged(MouseEvent)",1,3,3
"freemind.modes.mindmapmode.listeners.MindMapMouseMotionManager.mousePressed(MouseEvent)",1,4,4
"freemind.modes.mindmapmode.listeners.MindMapMouseMotionManager.mouseReleased(MouseEvent)",1,2,2
"freemind.modes.mindmapmode.listeners.MindMapNodeDropListener.MindMapNodeDropListener(MindMapController)",1,1,1
"freemind.modes.mindmapmode.listeners.MindMapNodeDropListener.dragEnter(DropTargetDragEvent)",1,2,2
"freemind.modes.mindmapmode.listeners.MindMapNodeDropListener.dragExit(DropTargetEvent)",1,1,1
"freemind.modes.mindmapmode.listeners.MindMapNodeDropListener.dragOver(DropTargetDragEvent)",1,2,2
"freemind.modes.mindmapmode.listeners.MindMapNodeDropListener.dragScroll(DropTargetDragEvent)",1,1,1
"freemind.modes.mindmapmode.listeners.MindMapNodeDropListener.drop(DropTargetDropEvent)",8,17,21
"freemind.modes.mindmapmode.listeners.MindMapNodeDropListener.dropActionChanged(DropTargetDragEvent)",1,1,1
"freemind.modes.mindmapmode.listeners.MindMapNodeDropListener.isDragAcceptable(DropTargetDragEvent)",3,1,3
"freemind.modes.mindmapmode.listeners.MindMapNodeDropListener.isDropAcceptable(DropTargetDropEvent)",2,2,3
"freemind.modes.mindmapmode.listeners.MindMapNodeMotionListener.MindMapNodeMotionListener(MindMapController)",1,2,2
"freemind.modes.mindmapmode.listeners.MindMapNodeMotionListener.getDragStartingPoint()",1,1,1
"freemind.modes.mindmapmode.listeners.MindMapNodeMotionListener.getHGap(Point,MindMapNode,Point)",1,1,2
"freemind.modes.mindmapmode.listeners.MindMapNodeMotionListener.getNodeShiftY(Point,MindMapNode,Point)",1,1,1
"freemind.modes.mindmapmode.listeners.MindMapNodeMotionListener.getNodeView(MouseEvent)",1,1,1
"freemind.modes.mindmapmode.listeners.MindMapNodeMotionListener.getVGap(Point,Point)",1,1,1
"freemind.modes.mindmapmode.listeners.MindMapNodeMotionListener.isActive()",1,1,1
"freemind.modes.mindmapmode.listeners.MindMapNodeMotionListener.mouseClicked(MouseEvent)",4,5,5
"freemind.modes.mindmapmode.listeners.MindMapNodeMotionListener.mouseDragged(MouseEvent)",1,7,9
"freemind.modes.mindmapmode.listeners.MindMapNodeMotionListener.mouseEntered(MouseEvent)",2,2,3
"freemind.modes.mindmapmode.listeners.MindMapNodeMotionListener.mouseExited(MouseEvent)",1,2,2
"freemind.modes.mindmapmode.listeners.MindMapNodeMotionListener.mouseMoved(MouseEvent)",1,1,1
"freemind.modes.mindmapmode.listeners.MindMapNodeMotionListener.mouseReleased(MouseEvent)",2,2,3
"freemind.modes.mindmapmode.listeners.MindMapNodeMotionListener.resetPositions(MindMapNode)",1,1,1
"freemind.modes.mindmapmode.listeners.MindMapNodeMotionListener.setDragStartingPoint(Point,MindMapNode)",1,2,2
"freemind.modes.mindmapmode.listeners.MindMapNodeMotionListener.stopDrag()",1,1,1
"freemind.modes.viewmodes.CommonToggleChildrenFoldedAction.CommonToggleChildrenFoldedAction(ViewControllerAdapter)",1,1,1
"freemind.modes.viewmodes.CommonToggleChildrenFoldedAction.actionPerformed(ActionEvent)",1,1,1
"freemind.modes.viewmodes.ViewControllerAdapter.ViewControllerAdapter(Mode)",1,1,1
"freemind.modes.viewmodes.ViewControllerAdapter.createNodeHook(String,MindMapNode)",1,1,1
"freemind.modes.viewmodes.ViewControllerAdapter.doubleClick(MouseEvent)",1,1,1
"freemind.modes.viewmodes.ViewControllerAdapter.extendSelection(MouseEvent)",1,10,11
"freemind.modes.viewmodes.ViewControllerAdapter.paste(MindMapNode,MindMapNode)",1,1,1
"freemind.modes.viewmodes.ViewControllerAdapter.plainClick(MouseEvent)",1,1,1
"freemind.modes.viewmodes.ViewControllerAdapter.setAllActions(boolean)",1,1,1
"freemind.modes.viewmodes.ViewControllerAdapter.setFolded(MindMapNode,boolean)",3,3,5
"freemind.modes.viewmodes.ViewControllerAdapter.shutdownController()",1,1,1
"freemind.modes.viewmodes.ViewControllerAdapter.startupController()",1,1,1
"freemind.preferences.layout.GrabKeyDialog.ActionHandler.actionPerformed(ActionEvent)",1,7,7
"freemind.preferences.layout.GrabKeyDialog.ActionHandler.canClose()",7,8,11
"freemind.preferences.layout.GrabKeyDialog.Buffer.getLength()",1,1,1
"freemind.preferences.layout.GrabKeyDialog.Buffer.insert(int,String)",1,1,1
"freemind.preferences.layout.GrabKeyDialog.GrabKeyDialog(FreeMindMain,Dialog,KeyBinding,Vector<KeyBinding>,Buffer)",1,1,1
"freemind.preferences.layout.GrabKeyDialog.GrabKeyDialog(FreeMindMain,Dialog,KeyBinding,Vector<KeyBinding>,Buffer,int)",1,1,1
"freemind.preferences.layout.GrabKeyDialog.InputPane.getFocusTraversalKeysEnabled()",1,1,1
"freemind.preferences.layout.GrabKeyDialog.InputPane.processKeyEvent(KeyEvent)",7,9,13
"freemind.preferences.layout.GrabKeyDialog.KeyBinding.KeyBinding(String,String,String,boolean)",1,1,1
"freemind.preferences.layout.GrabKeyDialog.KeyBinding.isAssigned()",1,2,2
"freemind.preferences.layout.GrabKeyDialog.getFocusTraversalKeysEnabled()",1,1,1
"freemind.preferences.layout.GrabKeyDialog.getKeyBinding(String)",6,3,7
"freemind.preferences.layout.GrabKeyDialog.getModifierMask()",1,1,1
"freemind.preferences.layout.GrabKeyDialog.getShortcut()",2,2,2
"freemind.preferences.layout.GrabKeyDialog.getSymbolicName(int)",5,5,8
"freemind.preferences.layout.GrabKeyDialog.getText(String)",1,1,1
"freemind.preferences.layout.GrabKeyDialog.init(KeyBinding,Vector<KeyBinding>,Buffer)",1,5,5
"freemind.preferences.layout.GrabKeyDialog.isManagingFocus()",1,1,1
"freemind.preferences.layout.GrabKeyDialog.isOK()",1,1,1
"freemind.preferences.layout.GrabKeyDialog.processKeyEvent(KeyEvent)",1,1,1
"freemind.preferences.layout.GrabKeyDialog.toString(KeyEvent)",2,2,5
"freemind.preferences.layout.GrabKeyDialog.updateAssignedTo(String)",1,4,5
"freemind.preferences.layout.KeyEventTranslator.Key.Key(String,int,char)",1,1,1
"freemind.preferences.layout.KeyEventTranslator.Key.equals(Object)",3,4,5
"freemind.preferences.layout.KeyEventTranslator.Key.hashCode()",1,1,1
"freemind.preferences.layout.KeyEventTranslator.Key.toString()",1,1,2
"freemind.preferences.layout.KeyEventTranslator.addTranslation(Key,Key)",1,1,1
"freemind.preferences.layout.KeyEventTranslator.getModifierString(InputEvent)",1,6,6
"freemind.preferences.layout.KeyEventTranslator.getSymbolicModifierName(int)",5,1,5
"freemind.preferences.layout.KeyEventTranslator.modifiersToString(int)",2,9,9
"freemind.preferences.layout.KeyEventTranslator.parseKey(String)",6,7,12
"freemind.preferences.layout.KeyEventTranslator.setModifierMapping(int,int,int,int)",5,1,5
"freemind.preferences.layout.KeyEventTranslator.translateKeyEvent(KeyEvent)",10,13,22
"freemind.preferences.layout.KeyEventWorkaround.numericKeypadKey()",1,1,1
"freemind.preferences.layout.KeyEventWorkaround.processKeyEvent(KeyEvent)",25,12,54
"freemind.preferences.layout.OptionPanel.ChangeTabAction.ChangeTabAction(CardLayout,JPanel,String)",1,1,1
"freemind.preferences.layout.OptionPanel.ChangeTabAction.actionPerformed(ActionEvent)",1,2,2
"freemind.preferences.layout.OptionPanel.KeyProperty.KeyProperty(JDialog,String,String)",1,4,4
"freemind.preferences.layout.OptionPanel.KeyProperty.disableModifiers()",1,1,1
"freemind.preferences.layout.OptionPanel.KeyProperty.getDescription()",1,1,1
"freemind.preferences.layout.OptionPanel.KeyProperty.getLabel()",1,1,1
"freemind.preferences.layout.OptionPanel.KeyProperty.getValue()",1,1,1
"freemind.preferences.layout.OptionPanel.KeyProperty.layout(DefaultFormBuilder,TextTranslator)",1,4,4
"freemind.preferences.layout.OptionPanel.KeyProperty.setEnabled(boolean)",1,1,1
"freemind.preferences.layout.OptionPanel.KeyProperty.setImageIcon(ImageIcon)",1,1,1
"freemind.preferences.layout.OptionPanel.KeyProperty.setLabelText(String)",1,1,1
"freemind.preferences.layout.OptionPanel.KeyProperty.setValue(String)",1,1,1
"freemind.preferences.layout.OptionPanel.NewTabProperty.NewTabProperty(String)",1,1,1
"freemind.preferences.layout.OptionPanel.NewTabProperty.NewTabProperty(String,String)",1,1,1
"freemind.preferences.layout.OptionPanel.NewTabProperty.getDescription()",1,1,1
"freemind.preferences.layout.OptionPanel.NewTabProperty.getLabel()",1,1,1
"freemind.preferences.layout.OptionPanel.NewTabProperty.layout(DefaultFormBuilder,TextTranslator)",1,1,1
"freemind.preferences.layout.OptionPanel.NewTabProperty.setEnabled(boolean)",1,1,1
"freemind.preferences.layout.OptionPanel.OptionPanel(FreeMind,JDialog,OptionPanelFeedback)",1,2,4
"freemind.preferences.layout.OptionPanel.addContributor(FreemindPropertyContributor)",1,1,1
"freemind.preferences.layout.OptionPanel.buildPanel()",1,6,6
"freemind.preferences.layout.OptionPanel.checkConnectionToFreeMindMain()",2,1,2
"freemind.preferences.layout.OptionPanel.closeWindow()",1,1,1
"freemind.preferences.layout.OptionPanel.createBinding(String,String,String,KeyProperty)",1,2,3
"freemind.preferences.layout.OptionPanel.findControlByKB(KeyBinding)",4,3,4
"freemind.preferences.layout.OptionPanel.getAllButtons()",1,1,1
"freemind.preferences.layout.OptionPanel.getControls()",1,5,5
"freemind.preferences.layout.OptionPanel.getOptionProperties()",1,4,4
"freemind.preferences.layout.OptionPanel.getTabButton(String)",1,1,1
"freemind.preferences.layout.OptionPanel.getText(String)",2,1,2
"freemind.preferences.layout.OptionPanel.registerTabButton(JButton,String,ChangeTabAction)",1,1,2
"freemind.preferences.layout.OptionPanel.removeContributor(FreemindPropertyContributor)",1,1,1
"freemind.preferences.layout.OptionPanel.setProperties()",1,3,3
"freemind.preferences.layout.VariableSizeCardLayout.VariableSizeCardLayout()",1,1,1
"freemind.preferences.layout.VariableSizeCardLayout.VariableSizeCardLayout(int,int)",1,1,1
"freemind.preferences.layout.VariableSizeCardLayout.preferredLayoutSize(Container)",1,3,5
"freemind.swing.DefaultListModel.add(int,E)",1,1,1
"freemind.swing.DefaultListModel.addAll(Collection<E>)",1,1,1
"freemind.swing.DefaultListModel.addAll(int,Collection<E>)",1,1,1
"freemind.swing.DefaultListModel.addElement(E)",1,1,1
"freemind.swing.DefaultListModel.capacity()",1,1,1
"freemind.swing.DefaultListModel.clear()",1,2,2
"freemind.swing.DefaultListModel.contains(Object)",1,1,1
"freemind.swing.DefaultListModel.copyInto(Object[])",1,1,1
"freemind.swing.DefaultListModel.elementAt(int)",1,1,1
"freemind.swing.DefaultListModel.elements()",1,1,1
"freemind.swing.DefaultListModel.ensureCapacity(int)",1,1,1
"freemind.swing.DefaultListModel.firstElement()",1,1,1
"freemind.swing.DefaultListModel.get(int)",1,1,1
"freemind.swing.DefaultListModel.getElementAt(int)",1,1,1
"freemind.swing.DefaultListModel.getSize()",1,1,1
"freemind.swing.DefaultListModel.indexOf(Object)",1,1,1
"freemind.swing.DefaultListModel.indexOf(Object,int)",1,1,1
"freemind.swing.DefaultListModel.insertElementAt(E,int)",1,1,1
"freemind.swing.DefaultListModel.isEmpty()",1,1,1
"freemind.swing.DefaultListModel.lastElement()",1,1,1
"freemind.swing.DefaultListModel.lastIndexOf(Object)",1,1,1
"freemind.swing.DefaultListModel.lastIndexOf(Object,int)",1,1,1
"freemind.swing.DefaultListModel.remove(int)",1,1,1
"freemind.swing.DefaultListModel.removeAllElements()",1,2,2
"freemind.swing.DefaultListModel.removeElement(Object)",1,2,2
"freemind.swing.DefaultListModel.removeElementAt(int)",1,1,1
"freemind.swing.DefaultListModel.removeRange(int,int)",2,2,3
"freemind.swing.DefaultListModel.set(int,E)",1,1,1
"freemind.swing.DefaultListModel.setElementAt(E,int)",1,1,1
"freemind.swing.DefaultListModel.setSize(int)",1,3,3
"freemind.swing.DefaultListModel.size()",1,1,1
"freemind.swing.DefaultListModel.toArray()",1,1,1
"freemind.swing.DefaultListModel.toString()",1,1,1
"freemind.swing.DefaultListModel.trimToSize()",1,1,1
"freemind.swing.DefaultListModel.unmodifiableList()",1,1,1
"freemind.view.ImageFactory.createIcon(String)",4,5,5
"freemind.view.ImageFactory.createIcon(URL)",2,2,2
"freemind.view.ImageFactory.createUnscaledIcon(URL)",1,1,1
"freemind.view.ImageFactory.getInstance()",1,1,2
"freemind.view.MapModule.MapModule(MindMap,MapView,Mode,ModeController)",1,1,1
"freemind.view.MapModule.getDisplayName()",1,1,1
"freemind.view.MapModule.getMode()",1,1,1
"freemind.view.MapModule.getModeController()",1,1,1
"freemind.view.MapModule.getModel()",1,1,1
"freemind.view.MapModule.getName()",1,1,1
"freemind.view.MapModule.getView()",1,1,1
"freemind.view.MapModule.rename()",1,2,2
"freemind.view.MapModule.setDisplayName(String)",1,1,1
"freemind.view.MapModule.setName(String)",1,1,1
"freemind.view.MapModule.toString()",1,2,2
"freemind.view.ScalableImageIcon.ScalableImageIcon(URL)",1,1,1
"freemind.view.ScalableImageIcon.getIconHeight()",1,1,1
"freemind.view.ScalableImageIcon.getIconWidth()",1,1,1
"freemind.view.ScalableImageIcon.getImage()",2,1,2
"freemind.view.ScalableImageIcon.getScale()",1,1,1
"freemind.view.ScalableImageIcon.getUnscaledIcon()",1,1,1
"freemind.view.ScalableImageIcon.paintIcon(Component,Graphics,int,int)",1,1,2
"freemind.view.ScalableImageIcon.setScale(float)",1,1,1
"freemind.view.mindmapview.ArrowLinkView.ArrowLinkView(MindMapArrowLink,NodeView,NodeView)",1,1,1
"freemind.view.mindmapview.ArrowLinkView.calcInclination(NodeView,double)",1,1,1
"freemind.view.mindmapview.ArrowLinkView.changeInclination(int,int,int,int)",1,1,1
"freemind.view.mindmapview.ArrowLinkView.detectCollision(Point)",6,3,7
"freemind.view.mindmapview.ArrowLinkView.getBounds()",2,1,2
"freemind.view.mindmapview.ArrowLinkView.getColor()",1,1,1
"freemind.view.mindmapview.ArrowLinkView.getControlPoint(Point2D)",1,1,1
"freemind.view.mindmapview.ArrowLinkView.getMap()",1,2,2
"freemind.view.mindmapview.ArrowLinkView.getModel()",1,1,1
"freemind.view.mindmapview.ArrowLinkView.getRealWidth()",1,1,2
"freemind.view.mindmapview.ArrowLinkView.getStroke()",2,1,2
"freemind.view.mindmapview.ArrowLinkView.getWidth()",1,1,1
"freemind.view.mindmapview.ArrowLinkView.getZoom()",1,1,1
"freemind.view.mindmapview.ArrowLinkView.isSourceVisible()",1,2,2
"freemind.view.mindmapview.ArrowLinkView.isTargetVisible()",1,2,2
"freemind.view.mindmapview.ArrowLinkView.paint(Graphics)",2,28,32
"freemind.view.mindmapview.ArrowLinkView.paintArrow(Point,Point,Graphics2D)",1,1,1
"freemind.view.mindmapview.BezierEdgeView.BezierEdgeView()",1,1,1
"freemind.view.mindmapview.BezierEdgeView.getColor()",1,1,1
"freemind.view.mindmapview.BezierEdgeView.paint(Graphics2D)",1,2,2
"freemind.view.mindmapview.BezierEdgeView.update()",1,2,4
"freemind.view.mindmapview.BubbleMainView.getAlignment()",1,1,1
"freemind.view.mindmapview.BubbleMainView.getCenterPoint()",1,1,1
"freemind.view.mindmapview.BubbleMainView.getDeltaX()",2,3,3
"freemind.view.mindmapview.BubbleMainView.getLeftPoint()",1,1,1
"freemind.view.mindmapview.BubbleMainView.getMainViewWidthWithFoldingMark()",1,1,2
"freemind.view.mindmapview.BubbleMainView.getPreferredSize()",1,1,1
"freemind.view.mindmapview.BubbleMainView.getRightPoint()",1,1,1
"freemind.view.mindmapview.BubbleMainView.getStyle()",1,1,1
"freemind.view.mindmapview.BubbleMainView.getTextWidth()",1,1,1
"freemind.view.mindmapview.BubbleMainView.getTextX()",1,1,1
"freemind.view.mindmapview.BubbleMainView.paint(Graphics)",2,1,2
"freemind.view.mindmapview.BubbleMainView.paintBackground(Graphics2D,Color)",1,1,1
"freemind.view.mindmapview.BubbleMainView.paintSelected(Graphics2D)",1,2,2
"freemind.view.mindmapview.CloudView.CloudView(MindMapCloud,NodeView)",1,1,1
"freemind.view.mindmapview.CloudView.getAdditionalHeigth(MindMapCloud,NodeView)",1,1,1
"freemind.view.mindmapview.CloudView.getColor()",1,1,1
"freemind.view.mindmapview.CloudView.getDistanceToConvexHull()",1,1,1
"freemind.view.mindmapview.CloudView.getExteriorColor()",1,1,1
"freemind.view.mindmapview.CloudView.getIterativeLevel()",1,1,1
"freemind.view.mindmapview.CloudView.getMap()",1,1,1
"freemind.view.mindmapview.CloudView.getModel()",1,1,1
"freemind.view.mindmapview.CloudView.getRealWidth()",1,1,2
"freemind.view.mindmapview.CloudView.getStroke()",2,1,2
"freemind.view.mindmapview.CloudView.getWidth()",1,1,1
"freemind.view.mindmapview.CloudView.getZoom()",1,1,1
"freemind.view.mindmapview.CloudView.paint(Graphics)",1,6,7
"freemind.view.mindmapview.CloudView.paintClouds(Graphics2D,Graphics2D,double,double,double,double,double)",2,1,2
"freemind.view.mindmapview.ConvexHull.calculateHull(LinkedList<Point>)",1,2,2
"freemind.view.mindmapview.ConvexHull.ccw(Point,Point,Point)",5,1,6
"freemind.view.mindmapview.ConvexHull.doGraham(Vector<Point>)",1,5,8
"freemind.view.mindmapview.ConvexHull.thetaComparator.compare(Point,Point)",6,1,6
"freemind.view.mindmapview.ConvexHull.thetaComparator.theta(Point,Point)",1,1,5
"freemind.view.mindmapview.ConvexHull.thetaComparator.thetaComparator(Point)",1,1,1
"freemind.view.mindmapview.EdgeView.createEnd()",1,1,1
"freemind.view.mindmapview.EdgeView.createStart()",1,1,1
"freemind.view.mindmapview.EdgeView.getEclipsedStroke()",1,1,2
"freemind.view.mindmapview.EdgeView.getMap()",1,1,1
"freemind.view.mindmapview.EdgeView.getModel()",1,1,1
"freemind.view.mindmapview.EdgeView.getSource()",1,1,1
"freemind.view.mindmapview.EdgeView.getStroke()",2,1,2
"freemind.view.mindmapview.EdgeView.getTarget()",1,1,1
"freemind.view.mindmapview.EdgeView.getWidth()",1,1,1
"freemind.view.mindmapview.EdgeView.isTargetEclipsed()",1,1,1
"freemind.view.mindmapview.EdgeView.paint(NodeView,Graphics2D)",1,1,1
"freemind.view.mindmapview.EdgeView.reset()",1,1,1
"freemind.view.mindmapview.EditNodeBase.EditCopyAction.EditCopyAction(JTextComponent)",1,1,1
"freemind.view.mindmapview.EditNodeBase.EditCopyAction.actionPerformed(ActionEvent)",1,2,2
"freemind.view.mindmapview.EditNodeBase.EditDialog.CancelAction.actionPerformed(ActionEvent)",1,1,1
"freemind.view.mindmapview.EditNodeBase.EditDialog.DialogWindowListener.windowClosing(WindowEvent)",1,2,2
"freemind.view.mindmapview.EditNodeBase.EditDialog.EditDialog(EditNodeBase)",1,1,1
"freemind.view.mindmapview.EditNodeBase.EditDialog.SplitAction.actionPerformed(ActionEvent)",1,1,1
"freemind.view.mindmapview.EditNodeBase.EditDialog.SubmitAction.actionPerformed(ActionEvent)",1,1,1
"freemind.view.mindmapview.EditNodeBase.EditDialog.cancel()",1,1,1
"freemind.view.mindmapview.EditNodeBase.EditDialog.confirmedCancel()",3,2,3
"freemind.view.mindmapview.EditNodeBase.EditDialog.confirmedSubmit()",4,3,4
"freemind.view.mindmapview.EditNodeBase.EditDialog.getBase()",1,1,1
"freemind.view.mindmapview.EditNodeBase.EditDialog.setBase(EditNodeBase)",1,1,1
"freemind.view.mindmapview.EditNodeBase.EditDialog.split()",1,1,1
"freemind.view.mindmapview.EditNodeBase.EditDialog.submit()",1,1,1
"freemind.view.mindmapview.EditNodeBase.EditNodeBase(NodeView,String,ModeController,EditControl)",1,1,1
"freemind.view.mindmapview.EditNodeBase.EditPopupMenu.EditPopupMenu(JTextComponent)",1,3,3
"freemind.view.mindmapview.EditNodeBase.binOptionIsTrue(String)",1,1,1
"freemind.view.mindmapview.EditNodeBase.closeEdit()",1,2,2
"freemind.view.mindmapview.EditNodeBase.getClipboard()",1,1,1
"freemind.view.mindmapview.EditNodeBase.getController()",1,1,1
"freemind.view.mindmapview.EditNodeBase.getEditControl()",1,1,1
"freemind.view.mindmapview.EditNodeBase.getFrame()",1,1,1
"freemind.view.mindmapview.EditNodeBase.getModeController()",1,1,1
"freemind.view.mindmapview.EditNodeBase.getNode()",1,1,1
"freemind.view.mindmapview.EditNodeBase.getText()",1,1,1
"freemind.view.mindmapview.EditNodeBase.getText(String)",1,1,1
"freemind.view.mindmapview.EditNodeBase.getTextFieldListener()",1,1,1
"freemind.view.mindmapview.EditNodeBase.getView()",1,1,1
"freemind.view.mindmapview.EditNodeBase.redispatchKeyEvents(JTextComponent,KeyEvent)",4,4,7
"freemind.view.mindmapview.EditNodeBase.setText(String)",1,1,1
"freemind.view.mindmapview.EditNodeBase.setTextFieldListener(FocusListener)",1,1,1
"freemind.view.mindmapview.EditNodeDialog.EditNodeDialog(NodeView,String,KeyEvent,ModeController,EditControl)",1,1,1
"freemind.view.mindmapview.EditNodeDialog.LongNodeDialog.LongNodeDialog()",1,13,13
"freemind.view.mindmapview.EditNodeDialog.LongNodeDialog.cancel()",1,1,1
"freemind.view.mindmapview.EditNodeDialog.LongNodeDialog.getMostRecentFocusOwner()",2,2,2
"freemind.view.mindmapview.EditNodeDialog.LongNodeDialog.isChanged()",1,1,1
"freemind.view.mindmapview.EditNodeDialog.LongNodeDialog.show()",1,1,1
"freemind.view.mindmapview.EditNodeDialog.LongNodeDialog.split()",1,1,1
"freemind.view.mindmapview.EditNodeDialog.LongNodeDialog.submit()",1,1,1
"freemind.view.mindmapview.EditNodeDialog.show()",1,1,1
"freemind.view.mindmapview.EditNodeExternalApplication.EditNodeExternalApplication(NodeView,String,KeyEvent,ModeController,EditControl)",1,1,1
"freemind.view.mindmapview.EditNodeExternalApplication.getFirstEvent()",1,1,1
"freemind.view.mindmapview.EditNodeExternalApplication.show()",1,4,5
"freemind.view.mindmapview.EditNodeTextField.EditNodeTextField(NodeView,String,KeyEvent,ModeController,EditControl)",1,1,1
"freemind.view.mindmapview.EditNodeTextField.EditNodeTextField(NodeView,String,KeyEvent,ModeController,EditControl,JComponent,JComponent)",1,2,2
"freemind.view.mindmapview.EditNodeTextField.TextFieldListener.componentHidden(ComponentEvent)",1,1,1
"freemind.view.mindmapview.EditNodeTextField.TextFieldListener.componentMoved(ComponentEvent)",1,1,1
"freemind.view.mindmapview.EditNodeTextField.TextFieldListener.componentResized(ComponentEvent)",1,1,1
"freemind.view.mindmapview.EditNodeTextField.TextFieldListener.componentShown(ComponentEvent)",1,1,1
"freemind.view.mindmapview.EditNodeTextField.TextFieldListener.conditionallyShowPopup(MouseEvent)",1,3,3
"freemind.view.mindmapview.EditNodeTextField.TextFieldListener.focusGained(FocusEvent)",1,1,1
"freemind.view.mindmapview.EditNodeTextField.TextFieldListener.focusLost(FocusEvent)",2,5,5
"freemind.view.mindmapview.EditNodeTextField.TextFieldListener.keyPressed(KeyEvent)",3,6,9
"freemind.view.mindmapview.EditNodeTextField.TextFieldListener.keyReleased(KeyEvent)",1,1,1
"freemind.view.mindmapview.EditNodeTextField.TextFieldListener.keyTyped(KeyEvent)",1,1,1
"freemind.view.mindmapview.EditNodeTextField.TextFieldListener.mouseClicked(MouseEvent)",1,1,1
"freemind.view.mindmapview.EditNodeTextField.TextFieldListener.mouseEntered(MouseEvent)",1,1,1
"freemind.view.mindmapview.EditNodeTextField.TextFieldListener.mouseExited(MouseEvent)",1,1,1
"freemind.view.mindmapview.EditNodeTextField.TextFieldListener.mousePressed(MouseEvent)",1,1,1
"freemind.view.mindmapview.EditNodeTextField.TextFieldListener.mouseReleased(MouseEvent)",1,1,1
"freemind.view.mindmapview.EditNodeTextField.addTextfield()",1,1,1
"freemind.view.mindmapview.EditNodeTextField.hideMe()",1,1,1
"freemind.view.mindmapview.EditNodeTextField.setTextfieldLoaction(Point)",1,1,1
"freemind.view.mindmapview.EditNodeTextField.show()",1,13,17
"freemind.view.mindmapview.EditNodeWYSIWYG.EditNodeWYSIWYG(NodeView,String,KeyEvent,ModeController,EditControl)",1,1,1
"freemind.view.mindmapview.EditNodeWYSIWYG.HTMLDialog.HTMLDialog(EditNodeBase)",1,3,3
"freemind.view.mindmapview.EditNodeWYSIWYG.HTMLDialog.cancel()",1,1,1
"freemind.view.mindmapview.EditNodeWYSIWYG.HTMLDialog.createEditorPanel()",1,2,2
