Class,CBO,CSA,CSO,CSOA,Dcy,DIT,Inner,LCOM,LOC,NCLOC,NOC,NOIC,NOOC,OCavg,Query,RFC,WMC
"org.eclipse.jdt.internal.compiler.util.HashtableOfLong",2,4,8,12,1,0,0,1,76,71,0,0,0,"2,50",5,8,20
"org.eclipse.jdt.internal.compiler.util.HashtableOfObject",19,4,10,14,2,0,0,1,110,105,0,0,0,"2,40",7,12,24
"org.eclipse.jdt.internal.compiler.util.HashtableOfObjectToInt",2,4,10,14,1,0,0,1,105,100,0,0,0,"2,40",7,10,24
"org.eclipse.jdt.internal.compiler.util.HashtableOfPackage",4,4,8,12,3,0,0,1,78,76,0,0,0,"2,50",5,11,20
"org.eclipse.jdt.internal.compiler.util.HashtableOfType",5,4,8,12,3,0,0,1,78,76,0,0,0,"2,62",5,10,21
"org.eclipse.jdt.internal.compiler.util.ObjectVector",8,4,14,18,1,0,0,1,90,82,0,0,0,"1,93",7,14,27
"org.eclipse.jdt.internal.compiler.util.SimpleLookupTable",22,4,11,15,1,0,0,1,128,121,0,0,0,"3,55",7,11,39
"org.eclipse.jdt.internal.compiler.util.SimpleNameVector",3,4,10,14,2,0,0,1,62,60,0,0,0,"1,80",5,11,18
"org.eclipse.jdt.internal.compiler.util.SuffixConstants",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0,n/a
"org.eclipse.jdt.internal.compiler.util.Util",63,7,21,28,4,0,1,2,514,359,0,0,0,"4,14",20,27,91
"org.eclipse.jdt.internal.compiler.util.Util.Displayable",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1,n/a
"org.eclipse.jdt.internal.compiler.util.WeakHashSet",3,4,11,15,2,0,0,1,153,134,0,0,0,"2,91",6,12,32
"org.eclipse.jdt.internal.compiler.util.WeakHashSet.HashableWeakReference",1,1,4,5,1,0,0,0,22,22,0,0,0,"1,75",3,5,7
"org.eclipse.jdt.internal.core.ASTHolderCUInfo",3,7,16,23,2,3,0,0,4,4,0,15,0,n/a,0,0,0
"org.eclipse.jdt.internal.core.Assert",14,0,7,7,1,0,0,3,79,27,0,0,0,"1,43",4,8,10
"org.eclipse.jdt.internal.core.Assert.AssertionFailedException",4,1,1,2,0,0,0,0,6,6,0,0,0,"1,00",0,1,1
"org.eclipse.jdt.internal.core.BasicCompilationUnit",15,5,13,18,5,0,2,3,93,74,0,0,0,"1,89",5,13,17
"org.eclipse.jdt.internal.core.BatchOperation",5,11,62,73,4,1,0,2,37,26,0,50,1,"2,00",1,4,6
"org.eclipse.jdt.internal.core.BecomeWorkingCopyOperation",9,11,63,74,9,1,0,2,52,34,0,50,1,"1,50",2,18,6
"org.eclipse.jdt.internal.core.BinaryField",15,3,147,150,12,5,6,5,68,44,1,88,4,"1,38",6,20,11
"org.eclipse.jdt.internal.core.BinaryMember",17,3,136,139,14,4,5,5,88,52,3,76,8,"1,50",4,25,15
"org.eclipse.jdt.internal.core.BinaryMethod",24,8,173,181,21,5,6,7,307,236,1,81,8,"2,50",19,62,60
"org.eclipse.jdt.internal.core.BinaryMethod.DecodeParametersNames",3,1,57,58,3,1,1,1,24,24,0,25,2,"2,33",1,3,7
"org.eclipse.jdt.internal.core.BinaryType",63,8,249,257,53,5,7,20,799,580,1,82,8,"2,08",55,144,131
"org.eclipse.jdt.internal.core.BinaryTypeConverter",30,0,5,5,29,0,0,1,192,171,0,0,0,"8,00",5,42,40
"org.eclipse.jdt.internal.core.Buffer",10,11,45,56,9,0,1,5,411,315,0,0,0,"2,85",11,29,77
"org.eclipse.jdt.internal.core.BufferCache",6,9,49,58,5,2,0,2,41,20,0,39,0,"1,25",2,9,5
"org.eclipse.jdt.internal.core.BufferFactoryWrapper",7,1,7,8,4,1,0,2,34,26,0,0,1,"1,67",5,8,10
"org.eclipse.jdt.internal.core.BufferManager",16,4,7,11,10,0,0,4,97,57,0,0,0,"1,75",5,19,14
"org.eclipse.jdt.internal.core.CancelableNameEnvironment",10,6,23,29,8,1,2,1,30,30,0,6,4,"1,33",2,11,8
"org.eclipse.jdt.internal.core.CancelableProblemFactory",5,3,11,14,3,1,1,1,12,12,0,3,1,"1,50",1,4,3
"org.eclipse.jdt.internal.core.ClassFile",68,4,171,175,52,2,8,9,720,534,0,66,10,"2,25",36,118,126
"org.eclipse.jdt.internal.core.ClassFileInfo",28,5,20,25,28,2,1,1,219,151,0,10,0,"3,78",2,40,34
"org.eclipse.jdt.internal.core.ClassFileWorkingCopy",22,1,162,163,21,0,8,36,549,290,0,0,0,"1,00",59,81,79
"org.eclipse.jdt.internal.core.ClasspathEntry",35,28,40,68,21,0,1,2,1.115,873,0,0,0,"7,93",27,76,238
"org.eclipse.jdt.internal.core.CommitWorkingCopyOperation",15,10,64,74,15,1,0,2,172,111,0,49,2,"4,20",3,42,21
"org.eclipse.jdt.internal.core.CompilationUnit",97,3,263,266,80,2,12,16,1.096,760,0,54,22,"1,97",65,220,213
"org.eclipse.jdt.internal.core.CompilationUnitElementInfo",8,5,16,21,4,2,0,3,40,23,1,10,0,"1,40",3,6,7
"org.eclipse.jdt.internal.core.CompilationUnitProblemFinder",36,8,26,34,34,1,2,1,186,128,0,11,2,"2,44",4,32,22
"org.eclipse.jdt.internal.core.CompilationUnitStructureRequestor",43,17,60,77,43,1,1,2,457,324,0,7,0,"2,04",1,64,53
"org.eclipse.jdt.internal.core.CompilationUnitVisitor",26,8,24,32,25,1,2,2,151,105,0,12,1,"1,40",3,24,14
"org.eclipse.jdt.internal.core.CopyElementsOperation",33,15,88,103,30,2,1,2,244,141,1,62,1,"3,45",7,51,38
"org.eclipse.jdt.internal.core.CopyPackageFragmentRootOperation",17,14,65,79,15,1,0,1,232,218,1,50,1,"6,57",2,39,46
"org.eclipse.jdt.internal.core.CopyResourceElementsOperation",34,18,97,115,31,2,1,2,691,496,1,61,2,"6,00",6,103,120
"org.eclipse.jdt.internal.core.CreateCompilationUnitOperation",17,12,64,76,15,1,0,1,135,88,0,49,2,"3,40",3,30,17
"org.eclipse.jdt.internal.core.CreateElementInCUOperation",25,20,78,98,17,1,0,4,310,147,3,48,3,"2,38",9,55,38
"org.eclipse.jdt.internal.core.CreateFieldOperation",16,20,93,113,14,3,0,3,97,56,0,69,2,"2,14",5,25,15
"org.eclipse.jdt.internal.core.CreateImportOperation",18,18,84,102,16,2,0,3,112,56,0,62,2,"2,17",4,23,13
"org.eclipse.jdt.internal.core.CreateInitializerOperation",17,21,91,112,15,3,0,3,105,65,0,70,1,"3,20",3,21,16
"org.eclipse.jdt.internal.core.CreateMethodOperation",15,21,95,116,13,3,0,2,125,78,0,70,1,"2,44",8,27,22
"org.eclipse.jdt.internal.core.CreatePackageDeclarationOperation",21,18,84,102,19,2,0,2,109,61,0,62,2,"2,17",4,25,13
"org.eclipse.jdt.internal.core.CreatePackageFragmentOperation",14,11,62,73,14,1,0,1,120,73,0,50,1,"5,67",1,27,17
"org.eclipse.jdt.internal.core.CreateTypeHierarchyOperation",18,11,66,77,15,1,0,2,98,54,0,49,2,"1,71",3,17,12
"org.eclipse.jdt.internal.core.CreateTypeMemberOperation",21,20,86,106,17,2,0,3,134,73,4,61,3,"2,12",5,27,17
"org.eclipse.jdt.internal.core.CreateTypeOperation",16,20,93,113,13,3,0,2,103,66,0,69,2,"2,71",6,23,19
"org.eclipse.jdt.internal.core.DefaultWorkingCopyOwner",14,2,4,6,3,1,0,1,21,13,0,0,1,"1,33",2,4,4
"org.eclipse.jdt.internal.core.DeleteElementsOperation",23,16,86,102,21,2,0,2,162,103,0,61,2,"3,11",2,47,28
"org.eclipse.jdt.internal.core.DeletePackageFragmentRootOperation",13,12,65,77,12,1,0,2,124,114,0,50,1,"3,57",1,25,25
"org.eclipse.jdt.internal.core.DeleteResourceElementsOperation",14,14,82,96,13,2,0,2,115,84,0,63,0,"5,20",1,22,26
"org.eclipse.jdt.internal.core.DeltaProcessingState",19,16,11,27,16,0,0,2,313,258,0,0,0,"4,08",2,26,53
"org.eclipse.jdt.internal.core.DeltaProcessingState.ProjectUpdateInfo",7,4,1,5,5,0,0,1,64,61,0,0,0,"10,00",0,6,10
"org.eclipse.jdt.internal.core.DeltaProcessor",43,25,50,75,41,0,0,1,2.109,1.665,0,0,0,"7,09",15,163,390
"org.eclipse.jdt.internal.core.DeltaProcessor.OutputsInfo",1,3,2,5,1,0,0,0,36,36,0,0,0,"4,50",1,2,9
"org.eclipse.jdt.internal.core.DeltaProcessor.RootInfo",6,6,4,10,4,0,0,1,70,70,0,0,0,"3,75",3,8,15
"org.eclipse.jdt.internal.core.DiscardWorkingCopyOperation",7,10,63,73,7,1,0,2,46,33,0,50,1,"1,75",2,17,7
"org.eclipse.jdt.internal.core.ElementCache",10,10,51,61,9,2,0,3,75,45,0,39,0,"1,67",2,13,10
"org.eclipse.jdt.internal.core.IJavaElementRequestor",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,7,n/a
"org.eclipse.jdt.internal.core.INamingRequestor",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,4,n/a
"org.eclipse.jdt.internal.core.IPathRequestor",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1,n/a
"org.eclipse.jdt.internal.core.ImportContainer",17,2,111,113,16,2,4,7,100,67,0,59,8,"1,75",9,31,21
"org.eclipse.jdt.internal.core.ImportDeclaration",13,3,115,118,11,2,4,6,93,55,0,60,7,"1,33",9,26,16
"org.eclipse.jdt.internal.core.ImportDeclarationElementInfo",5,8,28,36,2,3,1,2,21,13,0,19,0,"1,00",2,3,3
"org.eclipse.jdt.internal.core.Initializer",18,2,136,138,14,3,6,6,110,78,0,69,10,"1,67",8,33,20
"org.eclipse.jdt.internal.core.InitializerElementInfo",4,6,20,26,1,3,0,0,6,2,0,19,0,n/a,0,0,0
"org.eclipse.jdt.internal.core.InternalNamingConventions",13,1,9,10,11,0,0,1,254,250,0,0,0,"4,67",4,26,42
"org.eclipse.jdt.internal.core.JarEntryFile",5,3,6,9,4,0,0,3,54,37,0,0,0,"1,33",5,9,8
"org.eclipse.jdt.internal.core.JarPackageFragment",22,2,172,174,18,3,7,10,134,85,0,96,9,"1,69",10,30,22
"org.eclipse.jdt.internal.core.JarPackageFragmentInfo",3,3,16,19,1,3,0,1,11,5,0,13,0,"1,00",1,1,1
"org.eclipse.jdt.internal.core.JarPackageFragmentRoot",29,4,191,195,20,3,5,5,245,165,0,100,16,"2,00",18,44,40
"org.eclipse.jdt.internal.core.JarPackageFragmentRootInfo",3,5,20,25,2,3,0,1,12,6,0,16,0,"1,00",1,1,1
"org.eclipse.jdt.internal.core.JavaElement",104,18,70,88,28,0,1,15,625,402,2,0,0,"2,02",42,80,103
"org.eclipse.jdt.internal.core.JavaElementDelta",17,9,57,66,5,1,1,1,670,483,0,8,2,"3,57",20,50,132
"org.eclipse.jdt.internal.core.JavaElementDeltaBuilder",19,8,24,32,17,0,0,1,368,281,0,0,0,"3,21",6,52,77
"org.eclipse.jdt.internal.core.JavaElementDeltaBuilder.ListItem",2,2,1,3,1,0,0,0,11,8,0,0,0,"1,00",0,1,1
"org.eclipse.jdt.internal.core.JavaElementInfo",26,2,9,11,3,0,0,1,88,65,2,0,0,"1,78",5,9,16
"org.eclipse.jdt.internal.core.JavaElementRequestor",9,12,22,34,6,0,1,1,198,119,1,0,0,"1,80",7,15,27
"org.eclipse.jdt.internal.core.JavaModel",43,2,151,153,28,2,5,15,316,199,0,72,5,"2,11",18,59,59
"org.eclipse.jdt.internal.core.JavaModelCache",7,12,8,20,5,0,0,1,204,162,0,0,0,"4,88",3,18,39
"org.eclipse.jdt.internal.core.JavaModelInfo",7,3,13,16,4,2,0,1,44,29,0,10,0,"4,00",2,3,8
"org.eclipse.jdt.internal.core.JavaModelManager",81,48,69,117,50,0,0,8,1.789,1.388,0,0,0,"4,24",43,148,339
"org.eclipse.jdt.internal.core.JavaModelManager.EclipsePreferencesListener",2,0,1,1,1,0,0,1,23,17,0,0,0,"4,00",0,3,4
"org.eclipse.jdt.internal.core.JavaModelManager.PerProjectInfo",7,8,3,11,2,0,0,1,54,53,0,0,0,"2,67",1,3,8
"org.eclipse.jdt.internal.core.JavaModelManager.PerWorkingCopyInfo",6,3,11,14,4,0,1,2,37,37,0,0,0,"1,43",3,12,10
"org.eclipse.jdt.internal.core.JavaModelOperation",50,18,59,77,20,0,0,4,779,510,14,0,0,"2,22",23,82,129
"org.eclipse.jdt.internal.core.JavaModelOperation.IPostAction",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,2,n/a
"org.eclipse.jdt.internal.core.JavaModelStatus",53,6,30,36,13,0,2,2,400,292,0,0,0,"3,46",14,38,90
"org.eclipse.jdt.internal.core.JavaProject",85,8,275,283,50,2,6,13,2.548,1.836,0,68,8,"3,38",94,229,423
"org.eclipse.jdt.internal.core.JavaProjectElementInfo",15,6,19,25,14,2,0,1,214,164,0,10,0,"3,75",5,26,30
"org.eclipse.jdt.internal.core.LRUCacheEnumerator",2,1,3,4,1,0,0,1,36,14,0,0,0,"1,00",2,3,3
"org.eclipse.jdt.internal.core.LRUCacheEnumerator.LRUEnumeratorElement",2,2,1,3,0,0,0,0,16,7,0,0,0,"1,00",0,1,1
"org.eclipse.jdt.internal.core.LocalVariable",19,8,121,129,13,2,3,7,142,130,0,50,17,"1,27",17,42,28
"org.eclipse.jdt.internal.core.Member",39,2,127,129,22,2,5,9,277,223,2,64,5,"3,17",16,60,57
"org.eclipse.jdt.internal.core.MemberElementInfo",12,6,20,26,1,2,0,3,62,23,5,13,0,"1,00",3,6,6
"org.eclipse.jdt.internal.core.ModelUpdater",14,1,8,9,13,0,0,1,200,129,0,0,0,"3,75",0,28,30
"org.eclipse.jdt.internal.core.MoveElementsOperation",5,15,91,106,3,3,1,2,31,11,1,67,2,"1,00",2,5,3
"org.eclipse.jdt.internal.core.MovePackageFragmentRootOperation",11,14,71,85,10,2,0,1,195,176,0,55,1,"5,29",0,25,37
"org.eclipse.jdt.internal.core.MoveResourceElementsOperation",5,18,100,118,3,3,1,2,30,11,1,68,2,"1,00",2,5,3
"org.eclipse.jdt.internal.core.MultiOperation",18,14,77,91,11,1,0,3,280,163,4,51,0,"3,27",5,38,49
"org.eclipse.jdt.internal.core.NameLookup",45,11,19,30,32,0,1,2,822,577,0,0,0,"7,38",11,65,155
"org.eclipse.jdt.internal.core.NamedMember",10,3,126,129,2,3,5,1,14,10,4,82,1,"1,00",1,3,2
"org.eclipse.jdt.internal.core.Openable",51,1,111,112,25,1,3,8,417,280,6,45,2,"2,48",22,87,77
"org.eclipse.jdt.internal.core.OpenableElementInfo",17,2,11,13,1,1,0,1,21,9,6,8,0,"1,00",1,2,2
"org.eclipse.jdt.internal.core.OverflowingLRUCache",10,9,45,54,6,1,0,3,396,215,2,14,7,"2,27",14,33,50
"org.eclipse.jdt.internal.core.PackageDeclaration",7,3,105,108,6,2,3,4,56,36,0,63,5,"1,38",6,17,11
"org.eclipse.jdt.internal.core.PackageFragment",44,4,159,163,26,2,7,10,386,285,1,69,8,"2,53",23,78,76
"org.eclipse.jdt.internal.core.PackageFragmentInfo",12,3,15,18,8,2,0,2,45,27,1,10,0,"1,25",2,8,5
"org.eclipse.jdt.internal.core.PackageFragmentRoot",53,5,171,176,36,2,5,8,774,561,1,66,10,"2,98",34,115,134
"org.eclipse.jdt.internal.core.PackageFragmentRootInfo",15,5,21,26,12,2,0,3,148,93,1,10,0,"2,30",6,20,23
"org.eclipse.jdt.internal.core.ParameterizedBinaryField",3,4,149,153,2,6,6,1,22,12,0,98,1,"1,00",0,4,2
"org.eclipse.jdt.internal.core.ParameterizedBinaryMethod",3,8,175,183,2,6,6,1,22,12,0,113,1,"1,00",0,4,2
"org.eclipse.jdt.internal.core.ParameterizedBinaryType",3,4,251,255,2,6,7,1,22,12,0,153,1,"1,00",0,4,2
"org.eclipse.jdt.internal.core.ParameterizedSourceField",3,4,140,144,2,5,6,1,22,12,0,90,1,"1,00",0,4,2
"org.eclipse.jdt.internal.core.ParameterizedSourceMethod",3,5,167,172,2,5,6,1,22,12,0,107,1,"1,00",0,4,2
"org.eclipse.jdt.internal.core.ParameterizedSourceType",4,4,238,242,2,5,6,1,22,12,0,141,1,"1,00",0,4,2
"org.eclipse.jdt.internal.core.ReconcileWorkingCopyOperation",17,15,64,79,17,1,0,2,93,76,0,49,2,"3,80",3,26,19
"org.eclipse.jdt.internal.core.Region",7,1,12,13,4,0,1,1,126,85,0,0,0,"2,75",5,10,22
"org.eclipse.jdt.internal.core.RenameElementsOperation",13,15,96,111,12,4,1,4,65,36,0,65,4,"2,40",3,16,12
"org.eclipse.jdt.internal.core.RenameResourceElementsOperation",10,18,104,122,8,4,1,3,49,26,0,68,3,"1,75",2,13,7
"org.eclipse.jdt.internal.core.SearchableEnvironment",46,5,17,22,33,0,2,2,332,253,1,0,0,"2,39",7,45,55
"org.eclipse.jdt.internal.core.SearchableEnvironmentRequestor",18,12,27,39,17,1,1,2,92,55,0,12,3,"2,00",0,21,10
"org.eclipse.jdt.internal.core.SelectionRequestor",46,5,30,35,45,0,1,2,677,598,0,0,0,"5,95",4,80,131
"org.eclipse.jdt.internal.core.SetClasspathOperation",28,25,76,101,27,1,0,1,715,609,0,49,2,"4,28",6,85,124
"org.eclipse.jdt.internal.core.SimpleDelta",4,2,10,12,1,0,0,1,98,68,1,0,0,"1,80",4,10,18
"org.eclipse.jdt.internal.core.SingleTypeRequestor",7,1,16,17,6,0,1,5,65,26,0,0,0,"1,00",2,9,9
"org.eclipse.jdt.internal.core.SortElementBuilder",21,10,78,88,19,1,1,1,274,217,0,12,15,"2,12",4,40,51
"org.eclipse.jdt.internal.core.SortElementBuilder.SortAbstractMethodDeclaration",6,25,22,47,4,2,0,2,87,84,2,11,1,"4,50",1,8,18
"org.eclipse.jdt.internal.core.SortElementBuilder.SortClassDeclaration",12,25,24,49,12,3,0,1,62,56,0,14,0,"4,00",1,15,12
"org.eclipse.jdt.internal.core.SortElementBuilder.SortCompilationUnit",5,25,23,48,5,2,0,3,42,38,0,11,1,"1,80",1,11,9
"org.eclipse.jdt.internal.core.SortElementBuilder.SortConstructorDeclaration",11,25,25,50,11,3,0,2,37,35,0,15,0,"2,33",1,16,7
"org.eclipse.jdt.internal.core.SortElementBuilder.SortElement",24,25,18,43,14,1,0,2,109,108,6,8,0,"6,00",4,19,30
"org.eclipse.jdt.internal.core.SortElementBuilder.SortFieldDeclaration",11,26,25,51,10,2,0,1,145,142,0,11,1,"3,71",1,25,26
"org.eclipse.jdt.internal.core.SortElementBuilder.SortInitializer",8,25,23,48,8,2,0,2,69,66,0,11,1,"2,60",1,13,13
"org.eclipse.jdt.internal.core.SortElementBuilder.SortInterfaceDeclaration",12,25,24,49,12,3,0,1,45,42,0,14,0,"2,67",1,14,8
"org.eclipse.jdt.internal.core.SortElementBuilder.SortMethodDeclaration",11,25,25,50,11,3,0,1,69,66,0,15,0,"4,33",1,21,13
"org.eclipse.jdt.internal.core.SortElementBuilder.SortMultipleFieldDeclaration",11,25,25,50,11,2,0,1,110,107,0,10,2,"2,57",1,28,18
"org.eclipse.jdt.internal.core.SortElementBuilder.SortType",7,25,21,46,5,2,0,1,47,44,2,11,1,"3,00",0,8,9
"org.eclipse.jdt.internal.core.SortElementsOperation",21,12,64,76,20,1,0,1,105,72,0,50,1,"2,40",3,30,12
"org.eclipse.jdt.internal.core.SortJavaElement",15,36,12,48,6,0,0,5,119,112,1,0,0,"1,90",5,15,19
"org.eclipse.jdt.internal.core.SourceAnnotationMethodInfo",4,14,53,67,2,5,2,2,20,12,0,32,1,"1,50",2,3,3
"org.eclipse.jdt.internal.core.SourceConstructorInfo",2,12,51,63,1,4,2,4,19,14,0,29,0,"1,00",3,4,4
"org.eclipse.jdt.internal.core.SourceField",17,3,138,141,12,4,6,6,114,85,1,77,5,"2,89",7,23,26
"org.eclipse.jdt.internal.core.SourceFieldElementInfo",7,9,33,42,3,3,2,3,44,20,0,19,0,"1,00",4,6,5
"org.eclipse.jdt.internal.core.SourceMapper",44,27,81,108,36,1,2,8,1.064,822,0,7,0,"3,46",14,93,166
"org.eclipse.jdt.internal.core.SourceMethod",27,4,165,169,23,4,6,8,307,233,1,69,10,"2,23",20,69,58
"org.eclipse.jdt.internal.core.SourceMethodElementInfo",17,11,47,58,11,3,2,7,89,60,2,19,0,"1,40",10,18,14
"org.eclipse.jdt.internal.core.SourceMethodInfo",3,12,51,63,1,4,2,3,22,15,1,29,0,"1,00",3,4,4
"org.eclipse.jdt.internal.core.SourceRange",9,2,6,8,1,0,1,2,31,22,0,0,0,"1,00",3,4,4
"org.eclipse.jdt.internal.core.SourceRefElement",38,2,96,98,17,1,2,15,226,151,6,41,6,"1,87",14,54,43
"org.eclipse.jdt.internal.core.SourceRefElementInfo",8,3,14,17,3,1,0,1,31,18,2,8,0,"1,00",3,6,5
"org.eclipse.jdt.internal.core.SourceType",62,3,236,239,57,4,6,18,793,567,1,74,7,"1,93",53,136,133
"org.eclipse.jdt.internal.core.SourceTypeElementInfo",37,18,64,82,27,3,3,5,322,228,0,19,0,"2,40",20,32,60
"org.eclipse.jdt.internal.core.TypeParameter",19,4,108,112,10,2,3,6,37,37,0,64,3,"1,11",7,15,10
"org.eclipse.jdt.internal.core.TypeParameterElementInfo",8,6,14,20,1,2,0,0,16,5,0,13,0,n/a,0,0,0
"org.eclipse.jdt.internal.core.TypeVector",4,5,13,18,2,0,0,1,94,91,0,0,0,"1,92",7,13,25
"org.eclipse.jdt.internal.core.UserLibrary",9,10,8,18,6,0,0,1,127,116,0,0,0,"3,12",7,17,25
"org.eclipse.jdt.internal.core.UserLibraryClasspathContainer",6,1,10,11,5,0,1,1,44,29,0,0,0,"1,33",5,9,8
"org.eclipse.jdt.internal.core.UserLibraryClasspathContainerInitializer",7,0,12,12,7,1,0,2,56,38,0,0,4,"1,83",4,14,11
"org.eclipse.jdt.internal.core.UserLibraryManager",12,5,9,14,11,0,0,1,202,157,0,0,0,"3,30",3,23,33
"org.eclipse.jdt.internal.core.XMLWriter",3,2,8,10,0,0,0,1,86,80,0,0,0,"2,62",2,8,21
"org.eclipse.jdt.internal.core.builder.AbortIncrementalBuildException",2,2,1,3,0,0,0,0,12,7,0,0,0,"1,00",0,1,1
"org.eclipse.jdt.internal.core.builder.AbstractImageBuilder",34,11,18,29,32,0,1,1,400,338,2,0,0,"4,41",5,67,75
"org.eclipse.jdt.internal.core.builder.AdditionalTypeCollection",2,3,5,8,1,1,0,0,7,7,0,3,0,"1,00",0,2,1
"org.eclipse.jdt.internal.core.builder.BatchImageBuilder",13,10,26,36,13,1,1,1,253,249,0,16,0,"5,08",2,22,66
"org.eclipse.jdt.internal.core.builder.BuildNotifier",9,15,16,31,5,0,0,1,233,196,0,0,0,"3,69",1,21,59
"org.eclipse.jdt.internal.core.builder.ClasspathDirectory",13,6,18,24,7,1,0,2,112,109,1,0,3,"2,83",9,18,34
"org.eclipse.jdt.internal.core.builder.ClasspathJar",11,7,16,23,8,1,0,2,117,110,0,2,1,"2,70",6,22,27
"org.eclipse.jdt.internal.core.builder.ClasspathJar.PackageCacheEntry",2,3,1,4,1,0,0,0,10,10,0,0,0,"1,00",0,1,1
"org.eclipse.jdt.internal.core.builder.ClasspathLocation",11,0,10,10,5,0,0,10,26,24,3,0,0,"1,00",8,14,7
"org.eclipse.jdt.internal.core.builder.ClasspathMultiDirectory",12,10,22,32,4,2,0,1,36,35,0,11,3,"2,50",3,7,10
"org.eclipse.jdt.internal.core.builder.ImageBuilderInternalException",3,2,4,6,1,0,0,1,32,28,0,0,0,"1,75",2,4,7
"org.eclipse.jdt.internal.core.builder.IncrementalImageBuilder",26,18,36,54,26,1,1,1,617,544,0,11,5,"9,22",5,83,166
"org.eclipse.jdt.internal.core.builder.JavaBuilder",24,11,27,38,22,0,0,5,544,498,0,0,0,"5,00",13,72,135
"org.eclipse.jdt.internal.core.builder.MissingClassFileException",2,2,1,3,0,0,0,0,11,7,0,0,0,"1,00",0,1,1
"org.eclipse.jdt.internal.core.builder.MissingSourceFileException",2,2,1,3,0,0,0,0,10,7,0,0,0,"1,00",0,1,1
"org.eclipse.jdt.internal.core.builder.NameEnvironment",27,5,15,20,21,0,2,1,287,254,0,0,0,"6,73",5,47,74
"org.eclipse.jdt.internal.core.builder.NameSet",3,3,4,7,2,0,0,1,45,43,0,0,0,"3,25",2,6,13
"org.eclipse.jdt.internal.core.builder.ProblemFactory",5,3,11,14,2,1,1,1,12,12,0,4,0,"1,50",1,6,3
"org.eclipse.jdt.internal.core.builder.QualifiedNameSet",3,3,4,7,2,0,0,1,47,45,0,0,0,"3,50",2,7,14
"org.eclipse.jdt.internal.core.builder.ReferenceCollection",10,10,8,18,7,0,0,1,178,165,1,0,0,"7,25",7,16,58
"org.eclipse.jdt.internal.core.builder.SourceFile",12,4,14,18,6,0,2,2,76,72,0,0,0,"1,40",8,16,14
"org.eclipse.jdt.internal.core.builder.State",16,17,25,42,14,0,0,1,587,475,0,0,0,"5,00",10,44,125
"org.eclipse.jdt.internal.core.builder.StringSet",4,3,6,9,1,0,0,1,60,58,0,0,0,"3,17",3,6,19
"org.eclipse.jdt.internal.core.builder.WorkQueue",5,2,8,10,2,0,0,1,32,32,0,0,0,"1,12",3,8,9
"org.eclipse.jdt.internal.core.dom.rewrite.ASTRewriteAnalyzer",112,10,312,322,110,1,0,1,2.465,2.162,0,85,83,"3,16",123,219,449
"org.eclipse.jdt.internal.core.dom.rewrite.ASTRewriteAnalyzer.ListRewriter",8,4,12,16,6,0,0,1,185,182,1,0,0,"3,42",9,32,41
"org.eclipse.jdt.internal.core.dom.rewrite.ASTRewriteAnalyzer.ParagraphListRewriter",6,7,19,26,5,1,0,2,79,79,1,6,2,"2,57",6,17,18
"org.eclipse.jdt.internal.core.dom.rewrite.ASTRewriteAnalyzer.SwitchListRewriter",5,6,21,27,4,2,0,1,16,16,0,9,1,"2,00",1,7,4
"org.eclipse.jdt.internal.core.dom.rewrite.ASTRewriteFlattener",96,4,265,269,91,1,0,4,1.190,912,1,85,83,"1,98",90,112,188
"org.eclipse.jdt.internal.core.dom.rewrite.ASTRewriteFormatter",22,25,12,37,21,0,0,3,298,259,0,0,0,"3,77",11,25,49
"org.eclipse.jdt.internal.core.dom.rewrite.ASTRewriteFormatter.BlockContext",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1,n/a
"org.eclipse.jdt.internal.core.dom.rewrite.ASTRewriteFormatter.BlockFormattingPrefix",6,2,3,5,6,0,1,1,18,18,0,0,0,"1,50",1,6,3
"org.eclipse.jdt.internal.core.dom.rewrite.ASTRewriteFormatter.BlockFormattingPrefixSuffix",6,3,3,6,6,0,1,1,26,26,0,0,0,"1,50",1,6,3
"org.eclipse.jdt.internal.core.dom.rewrite.ASTRewriteFormatter.ConstPrefix",2,1,3,4,1,0,1,1,9,9,0,0,0,"1,00",1,2,2
"org.eclipse.jdt.internal.core.dom.rewrite.ASTRewriteFormatter.ExtendedFlattener",7,5,270,275,7,2,0,2,63,54,0,256,3,"2,00",3,15,14
"org.eclipse.jdt.internal.core.dom.rewrite.ASTRewriteFormatter.FormattingPrefix",2,4,3,7,2,0,1,1,21,21,0,0,0,"1,50",1,5,3
