Complexity metrics,Sex, 27 out 2017 14:45:55 BRST
"org.bson.json.JsonWriterSettings.Builder.regularExpressionConverter(Converter<BsonRegularExpression>)",1,1,1
"org.bson.json.JsonWriterSettings.Builder.stringConverter(Converter<String>)",1,1,1
"org.bson.json.JsonWriterSettings.Builder.symbolConverter(Converter<String>)",1,1,1
"org.bson.json.JsonWriterSettings.Builder.timestampConverter(Converter<BsonTimestamp>)",1,1,1
"org.bson.json.JsonWriterSettings.Builder.undefinedConverter(Converter<BsonUndefined>)",1,1,1
"org.bson.json.JsonWriterSettings.JsonWriterSettings()",1,1,1
"org.bson.json.JsonWriterSettings.JsonWriterSettings(Builder)",1,2,52
"org.bson.json.JsonWriterSettings.JsonWriterSettings(JsonMode)",1,1,1
"org.bson.json.JsonWriterSettings.JsonWriterSettings(JsonMode,String)",1,1,1
"org.bson.json.JsonWriterSettings.JsonWriterSettings(JsonMode,String,String)",1,1,1
"org.bson.json.JsonWriterSettings.JsonWriterSettings(JsonMode,boolean)",1,1,1
"org.bson.json.JsonWriterSettings.JsonWriterSettings(boolean)",1,1,1
"org.bson.json.JsonWriterSettings.builder()",1,1,1
"org.bson.json.JsonWriterSettings.getBinaryConverter()",1,1,1
"org.bson.json.JsonWriterSettings.getBooleanConverter()",1,1,1
"org.bson.json.JsonWriterSettings.getDateTimeConverter()",1,1,1
"org.bson.json.JsonWriterSettings.getDecimal128Converter()",1,1,1
"org.bson.json.JsonWriterSettings.getDoubleConverter()",1,1,1
"org.bson.json.JsonWriterSettings.getIndentCharacters()",1,1,1
"org.bson.json.JsonWriterSettings.getInt32Converter()",1,1,1
"org.bson.json.JsonWriterSettings.getInt64Converter()",1,1,1
"org.bson.json.JsonWriterSettings.getJavaScriptConverter()",1,1,1
"org.bson.json.JsonWriterSettings.getMaxKeyConverter()",1,1,1
"org.bson.json.JsonWriterSettings.getMinKeyConverter()",1,1,1
"org.bson.json.JsonWriterSettings.getNewLineCharacters()",1,1,1
"org.bson.json.JsonWriterSettings.getNullConverter()",1,1,1
"org.bson.json.JsonWriterSettings.getObjectIdConverter()",1,1,1
"org.bson.json.JsonWriterSettings.getOutputMode()",1,1,1
"org.bson.json.JsonWriterSettings.getRegularExpressionConverter()",1,1,1
"org.bson.json.JsonWriterSettings.getStringConverter()",1,1,1
"org.bson.json.JsonWriterSettings.getSymbolConverter()",1,1,1
"org.bson.json.JsonWriterSettings.getTimestampConverter()",1,1,1
"org.bson.json.JsonWriterSettings.getUndefinedConverter()",1,1,1
"org.bson.json.JsonWriterSettings.isIndent()",1,1,1
"org.bson.json.LegacyExtendedJsonBinaryConverter.convert(BsonBinary,StrictJsonWriter)",1,1,1
"org.bson.json.LegacyExtendedJsonDateTimeConverter.convert(Long,StrictJsonWriter)",1,1,1
"org.bson.json.LegacyExtendedJsonRegularExpressionConverter.convert(BsonRegularExpression,StrictJsonWriter)",1,1,1
"org.bson.json.RelaxedExtendedJsonDateTimeConverter.convert(Long,StrictJsonWriter)",1,2,3
"org.bson.json.RelaxedExtendedJsonDoubleConverter.convert(Double,StrictJsonWriter)",1,3,3
"org.bson.json.RelaxedExtendedJsonInt64Converter.convert(Long,StrictJsonWriter)",1,1,1
"org.bson.json.ShellBinaryConverter.convert(BsonBinary,StrictJsonWriter)",1,1,1
"org.bson.json.ShellDateTimeConverter.convert(Long,StrictJsonWriter)",1,2,3
"org.bson.json.ShellDecimal128Converter.convert(Decimal128,StrictJsonWriter)",1,1,1
"org.bson.json.ShellInt64Converter.convert(Long,StrictJsonWriter)",1,2,3
"org.bson.json.ShellMaxKeyConverter.convert(BsonMaxKey,StrictJsonWriter)",1,1,1
"org.bson.json.ShellMinKeyConverter.convert(BsonMinKey,StrictJsonWriter)",1,1,1
"org.bson.json.ShellObjectIdConverter.convert(ObjectId,StrictJsonWriter)",1,1,1
"org.bson.json.ShellRegularExpressionConverter.convert(BsonRegularExpression,StrictJsonWriter)",1,2,2
"org.bson.json.ShellTimestampConverter.convert(BsonTimestamp,StrictJsonWriter)",1,1,1
"org.bson.json.ShellUndefinedConverter.convert(BsonUndefined,StrictJsonWriter)",1,1,1
"org.bson.json.StrictCharacterStreamJsonWriter.StrictCharacterStreamJsonWriter(Writer,StrictCharacterStreamJsonWriterSettings)",1,1,1
"org.bson.json.StrictCharacterStreamJsonWriter.StrictJsonContext.StrictJsonContext(StrictJsonContext,JsonContextType,String)",1,1,2
"org.bson.json.StrictCharacterStreamJsonWriter.checkPreconditions(State...)",2,1,2
"org.bson.json.StrictCharacterStreamJsonWriter.checkState(State...)",3,1,3
"org.bson.json.StrictCharacterStreamJsonWriter.flush()",1,2,2
"org.bson.json.StrictCharacterStreamJsonWriter.getWriter()",1,1,1
"org.bson.json.StrictCharacterStreamJsonWriter.preWriteValue()",1,3,3
"org.bson.json.StrictCharacterStreamJsonWriter.setNextState()",1,1,2
"org.bson.json.StrictCharacterStreamJsonWriter.throwBSONException(IOException)",1,1,1
"org.bson.json.StrictCharacterStreamJsonWriter.write(String)",1,2,2
"org.bson.json.StrictCharacterStreamJsonWriter.write(char)",1,2,2
"org.bson.json.StrictCharacterStreamJsonWriter.writeBoolean(String,boolean)",1,1,1
"org.bson.json.StrictCharacterStreamJsonWriter.writeBoolean(boolean)",1,1,2
"org.bson.json.StrictCharacterStreamJsonWriter.writeEndArray()",2,2,3
"org.bson.json.StrictCharacterStreamJsonWriter.writeEndObject()",1,4,4
"org.bson.json.StrictCharacterStreamJsonWriter.writeName(String)",1,3,3
"org.bson.json.StrictCharacterStreamJsonWriter.writeNull()",1,1,1
"org.bson.json.StrictCharacterStreamJsonWriter.writeNull(String)",1,1,1
"org.bson.json.StrictCharacterStreamJsonWriter.writeNumber(String)",1,1,1
"org.bson.json.StrictCharacterStreamJsonWriter.writeNumber(String,String)",1,1,1
"org.bson.json.StrictCharacterStreamJsonWriter.writeRaw(String)",1,1,1
"org.bson.json.StrictCharacterStreamJsonWriter.writeRaw(String,String)",1,1,1
"org.bson.json.StrictCharacterStreamJsonWriter.writeStartArray()",1,1,1
"org.bson.json.StrictCharacterStreamJsonWriter.writeStartArray(String)",1,1,1
"org.bson.json.StrictCharacterStreamJsonWriter.writeStartObject()",1,1,1
"org.bson.json.StrictCharacterStreamJsonWriter.writeStartObject(String)",1,1,1
"org.bson.json.StrictCharacterStreamJsonWriter.writeString(String)",1,1,1
"org.bson.json.StrictCharacterStreamJsonWriter.writeString(String,String)",1,1,1
"org.bson.json.StrictCharacterStreamJsonWriter.writeStringHelper(String)",3,4,12
"org.bson.json.StrictCharacterStreamJsonWriterSettings.Builder.Builder()",1,1,1
"org.bson.json.StrictCharacterStreamJsonWriterSettings.Builder.build()",1,1,1
"org.bson.json.StrictCharacterStreamJsonWriterSettings.Builder.indent(boolean)",1,1,1
"org.bson.json.StrictCharacterStreamJsonWriterSettings.Builder.indentCharacters(String)",1,1,1
"org.bson.json.StrictCharacterStreamJsonWriterSettings.Builder.newLineCharacters(String)",1,1,1
"org.bson.json.StrictCharacterStreamJsonWriterSettings.StrictCharacterStreamJsonWriterSettings(Builder)",1,2,2
"org.bson.json.StrictCharacterStreamJsonWriterSettings.builder()",1,1,1
"org.bson.json.StrictCharacterStreamJsonWriterSettings.getIndentCharacters()",1,1,1
"org.bson.json.StrictCharacterStreamJsonWriterSettings.getNewLineCharacters()",1,1,1
"org.bson.json.StrictCharacterStreamJsonWriterSettings.isIndent()",1,1,1
"org.bson.types.BSONTimestamp.BSONTimestamp()",1,1,1
"org.bson.types.BSONTimestamp.BSONTimestamp(int,int)",1,1,1
"org.bson.types.BSONTimestamp.compareTo(BSONTimestamp)",2,2,2
"org.bson.types.BSONTimestamp.equals(Object)",3,3,4
"org.bson.types.BSONTimestamp.getInc()",1,1,1
"org.bson.types.BSONTimestamp.getTime()",2,1,2
"org.bson.types.BSONTimestamp.hashCode()",1,1,1
"org.bson.types.BSONTimestamp.toString()",1,1,1
"org.bson.types.BasicBSONList._getInt(String)",1,1,1
"org.bson.types.BasicBSONList._getInt(String,boolean)",2,1,3
"org.bson.types.BasicBSONList.containsField(String)",2,2,3
"org.bson.types.BasicBSONList.containsKey(String)",1,1,1
"org.bson.types.BasicBSONList.get(String)",3,1,3
"org.bson.types.BasicBSONList.keySet()",1,1,1
"org.bson.types.BasicBSONList.put(String,Object)",1,1,1
"org.bson.types.BasicBSONList.put(int,Object)",1,2,2
"org.bson.types.BasicBSONList.putAll(BSONObject)",1,2,2
"org.bson.types.BasicBSONList.putAll(Map)",1,2,2
"org.bson.types.BasicBSONList.removeField(String)",3,1,3
"org.bson.types.BasicBSONList.toMap()",1,2,2
"org.bson.types.Binary.Binary(BsonBinarySubType,byte[])",1,1,1
"org.bson.types.Binary.Binary(byte,byte[])",1,1,1
"org.bson.types.Binary.Binary(byte[])",1,1,1
"org.bson.types.Binary.equals(Object)",5,2,6
"org.bson.types.Binary.getData()",1,1,1
"org.bson.types.Binary.getType()",1,1,1
"org.bson.types.Binary.hashCode()",1,1,1
"org.bson.types.Binary.length()",1,1,1
"org.bson.types.Code.Code(String)",1,1,1
"org.bson.types.Code.equals(Object)",4,2,5
"org.bson.types.Code.getCode()",1,1,1
"org.bson.types.Code.hashCode()",1,1,1
"org.bson.types.Code.toString()",1,1,1
"org.bson.types.CodeWScope.CodeWScope(String,BSONObject)",1,1,1
"org.bson.types.CodeWScope.equals(Object)",3,2,4
"org.bson.types.CodeWScope.getScope()",1,1,1
"org.bson.types.CodeWScope.hashCode()",1,1,1
"org.bson.types.CodeWithScope.CodeWithScope(String,Document)",1,1,1
"org.bson.types.CodeWithScope.equals(Object)",5,3,7
"org.bson.types.CodeWithScope.getScope()",1,1,1
"org.bson.types.CodeWithScope.hashCode()",1,1,1
"org.bson.types.Decimal128.Decimal128(BigDecimal)",1,1,1
"org.bson.types.Decimal128.Decimal128(BigDecimal,boolean)",3,5,10
"org.bson.types.Decimal128.Decimal128(long)",1,1,1
"org.bson.types.Decimal128.Decimal128(long,long)",1,1,1
"org.bson.types.Decimal128.bigDecimalValue()",4,2,5
"org.bson.types.Decimal128.bigDecimalValueNoNegativeZeroCheck()",2,2,3
"org.bson.types.Decimal128.clampAndRound(BigDecimal)",4,7,7
"org.bson.types.Decimal128.ensureExactRounding(BigDecimal,int)",3,2,3
"org.bson.types.Decimal128.equals(Object)",5,2,6
"org.bson.types.Decimal128.fromIEEE754BIDEncoding(long,long)",1,1,1
"org.bson.types.Decimal128.getBytes()",1,1,3
"org.bson.types.Decimal128.getExponent()",2,1,2
"org.bson.types.Decimal128.getHigh()",1,1,1
"org.bson.types.Decimal128.getLow()",1,1,1
"org.bson.types.Decimal128.hashCode()",1,1,1
"org.bson.types.Decimal128.isFinite()",1,1,1
"org.bson.types.Decimal128.isInfinite()",1,1,1
"org.bson.types.Decimal128.isNaN()",1,1,1
"org.bson.types.Decimal128.isNegative()",1,1,1
"org.bson.types.Decimal128.parse(String)",5,1,5
"org.bson.types.Decimal128.toString()",4,2,4
"org.bson.types.Decimal128.toStringWithBigDecimal()",1,8,9
"org.bson.types.Decimal128.twoHighestCombinationBitsAreSet()",1,1,1
"org.bson.types.MaxKey.equals(Object)",1,1,1
"org.bson.types.MaxKey.hashCode()",1,1,1
"org.bson.types.MaxKey.toString()",1,1,1
"org.bson.types.MinKey.equals(Object)",1,1,1
"org.bson.types.MinKey.hashCode()",1,1,1
"org.bson.types.MinKey.toString()",1,1,1
"org.bson.types.ObjectId.ObjectId()",1,1,1
"org.bson.types.ObjectId.ObjectId(ByteBuffer)",1,1,1
"org.bson.types.ObjectId.ObjectId(Date)",1,1,1
"org.bson.types.ObjectId.ObjectId(Date,int)",1,1,1
"org.bson.types.ObjectId.ObjectId(Date,int,short,int)",1,1,1
"org.bson.types.ObjectId.ObjectId(String)",1,1,1
"org.bson.types.ObjectId.ObjectId(byte[])",1,1,1
"org.bson.types.ObjectId.ObjectId(int,int,int)",1,1,1
"org.bson.types.ObjectId.ObjectId(int,int,short,int)",1,1,1
"org.bson.types.ObjectId.ObjectId(int,int,short,int,boolean)",3,1,4
"org.bson.types.ObjectId.compareTo(ObjectId)",4,1,5
"org.bson.types.ObjectId.createFromLegacyFormat(int,int,int)",1,1,1
"org.bson.types.ObjectId.createMachineIdentifier()",1,4,5
"org.bson.types.ObjectId.createProcessIdentifier()",1,3,3
"org.bson.types.ObjectId.dateToTimestampSeconds(Date)",1,1,1
"org.bson.types.ObjectId.equals(Object)",7,2,8
"org.bson.types.ObjectId.get()",1,1,1
"org.bson.types.ObjectId.getCounter()",1,1,1
"org.bson.types.ObjectId.getCurrentCounter()",1,1,1
"org.bson.types.ObjectId.getDate()",1,1,1
"org.bson.types.ObjectId.getGeneratedMachineIdentifier()",1,1,1
"org.bson.types.ObjectId.getGeneratedProcessIdentifier()",1,1,1
"org.bson.types.ObjectId.getMachineIdentifier()",1,1,1
"org.bson.types.ObjectId.getProcessIdentifier()",1,1,1
"org.bson.types.ObjectId.getTime()",1,1,1
"org.bson.types.ObjectId.getTimeSecond()",1,1,1
"org.bson.types.ObjectId.getTimestamp()",1,1,1
"org.bson.types.ObjectId.hashCode()",1,1,1
"org.bson.types.ObjectId.int0(int)",1,1,1
"org.bson.types.ObjectId.int1(int)",1,1,1
"org.bson.types.ObjectId.int2(int)",1,1,1
"org.bson.types.ObjectId.int3(int)",1,1,1
"org.bson.types.ObjectId.isValid(String)",7,2,10
"org.bson.types.ObjectId.legacyToBytes(int,int,int)",1,1,1
"org.bson.types.ObjectId.makeInt(byte,byte,byte,byte)",1,1,1
"org.bson.types.ObjectId.parseHexString(String)",2,2,3
"org.bson.types.ObjectId.putToByteBuffer(ByteBuffer)",1,1,1
"org.bson.types.ObjectId.short0(short)",1,1,1
"org.bson.types.ObjectId.short1(short)",1,1,1
"org.bson.types.ObjectId.toByteArray()",1,1,1
"org.bson.types.ObjectId.toHexString()",1,1,2
"org.bson.types.ObjectId.toString()",1,1,1
"org.bson.types.ObjectId.toStringMongod()",1,1,1
"org.bson.types.StringRangeSet.StringRangeSet(int)",1,1,1
"org.bson.types.StringRangeSet.add(String)",1,1,1
"org.bson.types.StringRangeSet.addAll(Collection<? extends String>)",1,1,1
"org.bson.types.StringRangeSet.clear()",1,1,1
"org.bson.types.StringRangeSet.contains(Object)",2,2,4
"org.bson.types.StringRangeSet.containsAll(Collection<?>)",3,2,3
"org.bson.types.StringRangeSet.intToString(int)",1,2,2
"org.bson.types.StringRangeSet.isEmpty()",1,1,1
"org.bson.types.StringRangeSet.iterator()",2,1,2
"org.bson.types.StringRangeSet.remove(Object)",1,1,1
"org.bson.types.StringRangeSet.removeAll(Collection<?>)",1,1,1
"org.bson.types.StringRangeSet.retainAll(Collection<?>)",1,1,1
"org.bson.types.StringRangeSet.size()",1,1,1
"org.bson.types.StringRangeSet.toArray()",1,2,2
"org.bson.types.StringRangeSet.toArray(T[])",1,3,4
"org.bson.types.Symbol.Symbol(String)",1,1,1
"org.bson.types.Symbol.equals(Object)",4,2,5
"org.bson.types.Symbol.getSymbol()",1,1,1
"org.bson.types.Symbol.hashCode()",1,1,1
"org.bson.types.Symbol.toString()",1,1,1
"org.bson.util.AbstractCopyOnWriteMap.AbstractCopyOnWriteMap(N,Type)",1,1,1
"org.bson.util.AbstractCopyOnWriteMap.CollectionView.add(E)",1,1,1
"org.bson.util.AbstractCopyOnWriteMap.CollectionView.addAll(Collection<? extends E>)",1,1,1
"org.bson.util.AbstractCopyOnWriteMap.CollectionView.contains(Object)",1,1,1
"org.bson.util.AbstractCopyOnWriteMap.CollectionView.containsAll(Collection<?>)",1,1,1
"org.bson.util.AbstractCopyOnWriteMap.CollectionView.equals(Object)",1,1,1
"org.bson.util.AbstractCopyOnWriteMap.CollectionView.hashCode()",1,1,1
"org.bson.util.AbstractCopyOnWriteMap.CollectionView.isEmpty()",1,1,1
"org.bson.util.AbstractCopyOnWriteMap.CollectionView.iterator()",1,1,1
"org.bson.util.AbstractCopyOnWriteMap.CollectionView.size()",1,1,1
"org.bson.util.AbstractCopyOnWriteMap.CollectionView.toArray()",1,1,1
"org.bson.util.AbstractCopyOnWriteMap.CollectionView.toArray(T[])",1,1,1
"org.bson.util.AbstractCopyOnWriteMap.CollectionView.toString()",1,1,1
"org.bson.util.AbstractCopyOnWriteMap.EntrySet.clear()",1,1,1
"org.bson.util.AbstractCopyOnWriteMap.EntrySet.getDelegate()",1,1,1
"org.bson.util.AbstractCopyOnWriteMap.EntrySet.remove(Object)",2,1,2
"org.bson.util.AbstractCopyOnWriteMap.EntrySet.removeAll(Collection<?>)",1,1,1
"org.bson.util.AbstractCopyOnWriteMap.EntrySet.retainAll(Collection<?>)",1,1,1
"org.bson.util.AbstractCopyOnWriteMap.Immutable.entrySet()",1,1,1
"org.bson.util.AbstractCopyOnWriteMap.Immutable.keySet()",1,1,1
"org.bson.util.AbstractCopyOnWriteMap.Immutable.values()",1,1,1
"org.bson.util.AbstractCopyOnWriteMap.KeySet.clear()",1,1,1
"org.bson.util.AbstractCopyOnWriteMap.KeySet.getDelegate()",1,1,1
"org.bson.util.AbstractCopyOnWriteMap.KeySet.remove(Object)",1,1,1
"org.bson.util.AbstractCopyOnWriteMap.KeySet.removeAll(Collection<?>)",1,1,1
"org.bson.util.AbstractCopyOnWriteMap.KeySet.retainAll(Collection<?>)",1,1,1
"org.bson.util.AbstractCopyOnWriteMap.Mutable.entrySet()",1,1,1
"org.bson.util.AbstractCopyOnWriteMap.Mutable.keySet()",1,1,1
"org.bson.util.AbstractCopyOnWriteMap.Mutable.values()",1,1,1
"org.bson.util.AbstractCopyOnWriteMap.UnmodifiableIterator.UnmodifiableIterator(Iterator<T>)",1,1,1
"org.bson.util.AbstractCopyOnWriteMap.UnmodifiableIterator.hasNext()",1,1,1
"org.bson.util.AbstractCopyOnWriteMap.UnmodifiableIterator.next()",1,1,1
"org.bson.util.AbstractCopyOnWriteMap.UnmodifiableIterator.remove()",1,1,1
"org.bson.util.AbstractCopyOnWriteMap.Values.clear()",1,1,1
"org.bson.util.AbstractCopyOnWriteMap.Values.getDelegate()",1,1,1
"org.bson.util.AbstractCopyOnWriteMap.Values.remove(Object)",2,1,2
"org.bson.util.AbstractCopyOnWriteMap.Values.removeAll(Collection<?>)",1,1,1
"org.bson.util.AbstractCopyOnWriteMap.Values.retainAll(Collection<?>)",1,1,1
"org.bson.util.AbstractCopyOnWriteMap.View.View()",1,1,1
"org.bson.util.AbstractCopyOnWriteMap.clear()",1,1,1
"org.bson.util.AbstractCopyOnWriteMap.containsKey(Object)",1,1,1
"org.bson.util.AbstractCopyOnWriteMap.containsValue(Object)",1,1,1
"org.bson.util.AbstractCopyOnWriteMap.copy()",1,1,1
"org.bson.util.AbstractCopyOnWriteMap.entrySet()",1,1,1
"org.bson.util.AbstractCopyOnWriteMap.equals(Object)",1,1,1
"org.bson.util.AbstractCopyOnWriteMap.equals(Object,Object)",2,1,2
"org.bson.util.AbstractCopyOnWriteMap.get(Object)",1,1,1
"org.bson.util.AbstractCopyOnWriteMap.getDelegate()",1,1,1
"org.bson.util.AbstractCopyOnWriteMap.hashCode()",1,1,1
"org.bson.util.AbstractCopyOnWriteMap.isEmpty()",1,1,1
"org.bson.util.AbstractCopyOnWriteMap.keySet()",1,1,1
"org.bson.util.AbstractCopyOnWriteMap.put(K,V)",1,1,1
"org.bson.util.AbstractCopyOnWriteMap.putAll(Map<? extends K, ? extends V>)",1,1,1
"org.bson.util.AbstractCopyOnWriteMap.putIfAbsent(K,V)",2,2,2
"org.bson.util.AbstractCopyOnWriteMap.remove(Object)",2,1,2
"org.bson.util.AbstractCopyOnWriteMap.remove(Object,Object)",2,3,3
"org.bson.util.AbstractCopyOnWriteMap.replace(K,V)",2,1,2
"org.bson.util.AbstractCopyOnWriteMap.replace(K,V,V)",2,2,3
"org.bson.util.AbstractCopyOnWriteMap.set(M)",1,1,1
"org.bson.util.AbstractCopyOnWriteMap.size()",1,1,1
"org.bson.util.AbstractCopyOnWriteMap.toString()",1,1,1
"org.bson.util.AbstractCopyOnWriteMap.values()",1,1,1
"org.bson.util.ClassAncestry.computeAncestry(Class<?>)",1,1,1
"org.bson.util.ClassAncestry.computeAncestry(Class<T>,List<Class<?>>)",2,3,5
"org.bson.util.ClassAncestry.getAncestry(Class<T>)",3,2,3
"org.bson.util.ClassAncestry.getClassAncestryCache()",1,1,1
"org.bson.util.ClassMap.ComputeFunction.apply(Class<?>)",3,2,3
"org.bson.util.ClassMap.clear()",1,1,1
"org.bson.util.ClassMap.get(Object)",1,1,1
"org.bson.util.ClassMap.getAncestry(Class<T>)",1,1,1
"org.bson.util.ClassMap.isEmpty()",1,1,1
"org.bson.util.ClassMap.put(Class<?>,T)",1,1,1
"org.bson.util.ClassMap.remove(Object)",1,1,1
"org.bson.util.ClassMap.size()",1,1,1
"org.bson.util.ComputingMap.ComputingMap(ConcurrentMap<K, V>,Function<K, V>)",1,1,1
"org.bson.util.ComputingMap.apply(K)",1,1,1
"org.bson.util.ComputingMap.clear()",1,1,1
"org.bson.util.ComputingMap.containsKey(Object)",1,1,1
"org.bson.util.ComputingMap.containsValue(Object)",1,1,1
"org.bson.util.ComputingMap.create(Function<K, V>)",1,1,1
"org.bson.util.ComputingMap.entrySet()",1,1,1
"org.bson.util.ComputingMap.equals(Object)",1,1,1
"org.bson.util.ComputingMap.get(Object)",4,2,4
"org.bson.util.ComputingMap.hashCode()",1,1,1
"org.bson.util.ComputingMap.isEmpty()",1,1,1
"org.bson.util.ComputingMap.keySet()",1,1,1
"org.bson.util.ComputingMap.put(K,V)",1,1,1
"org.bson.util.ComputingMap.putAll(Map<? extends K, ? extends V>)",1,1,1
"org.bson.util.ComputingMap.putIfAbsent(K,V)",1,1,1
"org.bson.util.ComputingMap.remove(Object)",1,1,1
"org.bson.util.ComputingMap.remove(Object,Object)",1,1,1
"org.bson.util.ComputingMap.replace(K,V)",1,1,1
"org.bson.util.ComputingMap.replace(K,V,V)",1,1,1
"org.bson.util.ComputingMap.size()",1,1,1
"org.bson.util.ComputingMap.values()",1,1,1
"org.bson.util.CopyOnWriteMap.Builder.Builder()",1,1,1
"org.bson.util.CopyOnWriteMap.Builder.addAll(Map<? extends K, ? extends V>)",1,1,1
"org.bson.util.CopyOnWriteMap.Builder.liveViews()",1,1,1
"org.bson.util.CopyOnWriteMap.Builder.newHashMap()",1,1,1
"org.bson.util.CopyOnWriteMap.Builder.newLinkedMap()",1,1,1
"org.bson.util.CopyOnWriteMap.Builder.stableViews()",1,1,1
"org.bson.util.CopyOnWriteMap.CopyOnWriteMap()",1,1,1
"org.bson.util.CopyOnWriteMap.CopyOnWriteMap(Map<? extends K, ? extends V>)",1,1,1
"org.bson.util.CopyOnWriteMap.CopyOnWriteMap(Map<? extends K, ? extends V>,Type)",1,1,1
"org.bson.util.CopyOnWriteMap.CopyOnWriteMap(Type)",1,1,1
"org.bson.util.CopyOnWriteMap.Hash.Hash(Map<? extends K, ? extends V>,Type)",1,1,1
"org.bson.util.CopyOnWriteMap.Hash.copy(N)",1,1,1
"org.bson.util.CopyOnWriteMap.Linked.Linked(Map<? extends K, ? extends V>,Type)",1,1,1
"org.bson.util.CopyOnWriteMap.Linked.copy(N)",1,1,1
"org.bson.util.CopyOnWriteMap.builder()",1,1,1
"org.bson.util.CopyOnWriteMap.newHashMap()",1,1,1
"org.bson.util.CopyOnWriteMap.newHashMap(Map<? extends K, ? extends V>)",1,1,1
"org.bson.util.CopyOnWriteMap.newLinkedMap()",1,1,1
"org.bson.util.CopyOnWriteMap.newLinkedMap(Map<? extends K, ? extends V>)",1,1,1

Class,OCavg,WMC
"DocTaglet","1,30",13
"ManualTaglet","1,00",4
"ServerReleaseTaglet","1,00",4
"com.mongodb.AcknowledgedBulkWriteResult","1,91",21
"com.mongodb.AggregateIterableImpl","1,53",23
"com.mongodb.AggregationOptions","1,00",9
"com.mongodb.AggregationOptions.Builder","1,00",8
"com.mongodb.AggregationOptions.OutputMode",n/a,0
"com.mongodb.AggregationOutput","1,00",2
"com.mongodb.AuthenticationMechanism","1,50",6
"com.mongodb.BSONTimestampCodec","1,00",3
"com.mongodb.BasicDBList","1,75",7
"com.mongodb.BasicDBObject","1,19",19
"com.mongodb.BasicDBObjectBuilder","1,18",13
"com.mongodb.BasicDBObjectFactory","1,00",2
"com.mongodb.BulkUpdateRequestBuilder","1,00",7
"com.mongodb.BulkWriteError","1,75",14
"com.mongodb.BulkWriteException","2,67",16
"com.mongodb.BulkWriteHelper","1,71",12
"com.mongodb.BulkWriteOperation","1,11",10
"com.mongodb.BulkWriteRequestBuilder","1,00",10
"com.mongodb.BulkWriteResult",n/a,0
"com.mongodb.BulkWriteUpsert","1,67",10
"com.mongodb.Bytes","16,00",16
"com.mongodb.Bytes.OptionHolder","1,40",7
"com.mongodb.ChangeStreamIterableImpl","1,27",14
"com.mongodb.ClientSessionBinding","1,11",10
"com.mongodb.ClientSessionBinding.SessionBindingConnectionSource","1,00",7
"com.mongodb.ClientSessionContext","1,00",10
"com.mongodb.ClientSessionOptions","1,00",5
"com.mongodb.ClientSessionOptions.Builder","1,00",5
"com.mongodb.CommandResult","1,83",11
"com.mongodb.CompoundDBObjectCodec","1,00",7
"com.mongodb.ConnectionString","4,29",219
"com.mongodb.CursorType","1,00",3
"com.mongodb.DB","1,69",83
"com.mongodb.DBAddress","1,57",22
"com.mongodb.DBCollection","1,60",255
"com.mongodb.DBCollectionObjectFactory","1,50",15
"com.mongodb.DBCursor","1,73",116
"com.mongodb.DBCursor.IteratorOrArray",n/a,0
"com.mongodb.DBCursor.OptionalFinalizer","1,33",4
"com.mongodb.DBDecoderAdapter","1,00",2
"com.mongodb.DBDecoderAdapter.BufferExposingByteArrayOutputStream","1,00",2
"com.mongodb.DBEncoderAdapter","1,00",3
"com.mongodb.DBEncoderFactoryAdapter","1,00",3
"com.mongodb.DBObjectCodec","2,22",60
"com.mongodb.DBObjectCodecProvider","2,00",10
"com.mongodb.DBObjectCollationHelper","11,00",22
"com.mongodb.DBObjects","1,00",2
"com.mongodb.DBRef","2,00",16
"com.mongodb.DBRefCodec","1,25",5
"com.mongodb.DBRefCodecProvider","2,00",6
"com.mongodb.DefaultDBCallback","1,83",11
"com.mongodb.DefaultDBDecoder","1,00",5
"com.mongodb.DefaultDBEncoder","1,20",6
"com.mongodb.DistinctIterableImpl","1,17",7
"com.mongodb.DocumentToDBRefTransformer","2,33",7
"com.mongodb.DuplicateKeyException","1,00",1
"com.mongodb.ErrorCategory","3,00",3
"com.mongodb.ExplainVerbosity",n/a,0
"com.mongodb.FindIterableImpl","1,07",29
"com.mongodb.GroupCommand","2,50",15
"com.mongodb.InsertOptions","1,00",8
"com.mongodb.InsertRequest","1,00",3
"com.mongodb.LazyDBCallback","1,25",5
"com.mongodb.LazyDBDecoder","1,00",5
"com.mongodb.LazyDBEncoder","2,00",2
"com.mongodb.LazyDBList","1,00",4
"com.mongodb.LazyDBObject","1,00",4
"com.mongodb.ListCollectionsIterableImpl","1,33",8
"com.mongodb.ListDatabasesIterableImpl","1,00",4
"com.mongodb.ListIndexesIterableImpl","1,25",5
"com.mongodb.MapReduceCommand","1,45",45
"com.mongodb.MapReduceCommand.OutputType",n/a,0
"com.mongodb.MapReduceIterableImpl","1,36",30
"com.mongodb.MapReduceIterableImpl.WrappedMapReduceReadOperation","1,00",3
"com.mongodb.MapReduceOutput","1,31",17
"com.mongodb.MappingIterable","1,10",11
"com.mongodb.Mongo","1,30",99
"com.mongodb.Mongo.ClientSessionImpl","1,75",21
"com.mongodb.Mongo.Holder","1,50",6
"com.mongodb.Mongo.ServerCursorAndNamespace","1,00",1
"com.mongodb.MongoBatchCursorAdapter","1,56",14
