Complexity metrics,Ter, 24 out 2017 17:17:05 BRST
"com.android.tools.lint.client.api.Configuration.getSeverity(Issue)",1,1,1
"com.android.tools.lint.client.api.Configuration.isEnabled(Issue)",1,1,1
"com.android.tools.lint.client.api.Configuration.isIgnored(Context,Issue,Location,String,Object)",1,1,1
"com.android.tools.lint.client.api.Configuration.startBulkEditing()",1,1,1
"com.android.tools.lint.client.api.DefaultConfiguration.DefaultConfiguration(LintClient,Project,Configuration)",1,1,1
"com.android.tools.lint.client.api.DefaultConfiguration.DefaultConfiguration(LintClient,Project,Configuration,File)",1,1,1
"com.android.tools.lint.client.api.DefaultConfiguration.create(LintClient,File)",1,1,1
"com.android.tools.lint.client.api.DefaultConfiguration.create(LintClient,Project,Configuration)",1,1,1
"com.android.tools.lint.client.api.DefaultConfiguration.ensureInitialized()",1,2,2
"com.android.tools.lint.client.api.DefaultConfiguration.finishBulkEditing()",1,1,1
"com.android.tools.lint.client.api.DefaultConfiguration.formatError(String,Object...)",1,2,3
"com.android.tools.lint.client.api.DefaultConfiguration.getDefaultSeverity(Issue)",2,1,2
"com.android.tools.lint.client.api.DefaultConfiguration.getSeverity(Issue)",3,2,3
"com.android.tools.lint.client.api.DefaultConfiguration.ignore(Context,Issue,Location,String,Object)",1,2,2
"com.android.tools.lint.client.api.DefaultConfiguration.ignore(Issue,File)",1,4,4
"com.android.tools.lint.client.api.DefaultConfiguration.isIgnored(Context,Issue,Location,String,Object)",5,4,6
"com.android.tools.lint.client.api.DefaultConfiguration.readConfig()",9,15,16
"com.android.tools.lint.client.api.DefaultConfiguration.setSeverity(Issue,Severity)",1,3,3
"com.android.tools.lint.client.api.DefaultConfiguration.startBulkEditing()",1,1,1
"com.android.tools.lint.client.api.DefaultConfiguration.writeAttribute(Writer,String,String)",1,1,1
"com.android.tools.lint.client.api.DefaultConfiguration.writeConfig()",1,15,15
"com.android.tools.lint.client.api.DefaultSdkInfo.getParentViewClass(String)",3,4,6
"com.android.tools.lint.client.api.DefaultSdkInfo.getParentViewName(String)",1,1,1
"com.android.tools.lint.client.api.DefaultSdkInfo.getRawType(String)",1,3,3
"com.android.tools.lint.client.api.DefaultSdkInfo.implementsInterface(String,String)",1,1,1
"com.android.tools.lint.client.api.DefaultSdkInfo.isLayout(String)",2,1,2
"com.android.tools.lint.client.api.DefaultSdkInfo.isSubViewOf(String,String)",6,4,8
"com.android.tools.lint.client.api.IssueRegistry.createDetectors(LintClient,Configuration,EnumSet<Scope>,Map<Scope, List<Detector>>)",5,12,13
"com.android.tools.lint.client.api.IssueRegistry.getCategories()",1,3,3
"com.android.tools.lint.client.api.IssueRegistry.getIssue(String)",1,3,3
"com.android.tools.lint.client.api.IssueRegistry.getIssuesForScope(EnumSet<Scope>)",1,5,8
"com.android.tools.lint.client.api.IssueRegistry.isCategoryName(String)",3,3,4
"com.android.tools.lint.client.api.IssueRegistry.isIssueId(String)",1,1,1
"com.android.tools.lint.client.api.IssueRegistry.reset()",1,1,1
"com.android.tools.lint.client.api.JavaVisitor.DelegatingJavaVisitor.DelegatingJavaVisitor(JavaContext)",1,1,1
"com.android.tools.lint.client.api.JavaVisitor.DelegatingJavaVisitor.visitMethodInvocation(MethodInvocation)",1,4,4
"com.android.tools.lint.client.api.JavaVisitor.DelegatingJavaVisitor.visitSelect(Select)",5,11,11
"com.android.tools.lint.client.api.JavaVisitor.DispatchVisitor.endVisit(Node)",1,1,1
"com.android.tools.lint.client.api.JavaVisitor.DispatchVisitor.visitAlternateConstructorInvocation(AlternateConstructorInvocation)",1,3,3
"com.android.tools.lint.client.api.JavaVisitor.DispatchVisitor.visitAnnotation(Annotation)",1,3,3
"com.android.tools.lint.client.api.JavaVisitor.DispatchVisitor.visitAnnotationDeclaration(AnnotationDeclaration)",1,3,3
"com.android.tools.lint.client.api.JavaVisitor.DispatchVisitor.visitAnnotationElement(AnnotationElement)",1,3,3
"com.android.tools.lint.client.api.JavaVisitor.DispatchVisitor.visitAnnotationMethodDeclaration(AnnotationMethodDeclaration)",1,3,3
"com.android.tools.lint.client.api.JavaVisitor.DispatchVisitor.visitAnnotationValueArray(AnnotationValueArray)",1,3,3
"com.android.tools.lint.client.api.JavaVisitor.DispatchVisitor.visitArrayAccess(ArrayAccess)",1,3,3
"com.android.tools.lint.client.api.JavaVisitor.DispatchVisitor.visitArrayCreation(ArrayCreation)",1,3,3
"com.android.tools.lint.client.api.JavaVisitor.DispatchVisitor.visitArrayDimension(ArrayDimension)",1,3,3
"com.android.tools.lint.client.api.JavaVisitor.DispatchVisitor.visitArrayInitializer(ArrayInitializer)",1,3,3
"com.android.tools.lint.client.api.JavaVisitor.DispatchVisitor.visitAssert(Assert)",1,3,3
"com.android.tools.lint.client.api.JavaVisitor.DispatchVisitor.visitBinaryExpression(BinaryExpression)",1,3,3
"com.android.tools.lint.client.api.JavaVisitor.DispatchVisitor.visitBlock(Block)",1,3,3
"com.android.tools.lint.client.api.JavaVisitor.DispatchVisitor.visitBooleanLiteral(BooleanLiteral)",1,3,3
"com.android.tools.lint.client.api.JavaVisitor.DispatchVisitor.visitBreak(Break)",1,3,3
"com.android.tools.lint.client.api.JavaVisitor.DispatchVisitor.visitCase(Case)",1,3,3
"com.android.tools.lint.client.api.JavaVisitor.DispatchVisitor.visitCast(Cast)",1,3,3
"com.android.tools.lint.client.api.JavaVisitor.DispatchVisitor.visitCatch(Catch)",1,3,3
"com.android.tools.lint.client.api.JavaVisitor.DispatchVisitor.visitCharLiteral(CharLiteral)",1,3,3
"com.android.tools.lint.client.api.JavaVisitor.DispatchVisitor.visitClassDeclaration(ClassDeclaration)",1,3,3
"com.android.tools.lint.client.api.JavaVisitor.DispatchVisitor.visitClassLiteral(ClassLiteral)",1,3,3
"com.android.tools.lint.client.api.JavaVisitor.DispatchVisitor.visitComment(Comment)",1,3,3
"com.android.tools.lint.client.api.JavaVisitor.DispatchVisitor.visitCompilationUnit(CompilationUnit)",1,3,3
"com.android.tools.lint.client.api.JavaVisitor.DispatchVisitor.visitConstructorDeclaration(ConstructorDeclaration)",1,3,3
"com.android.tools.lint.client.api.JavaVisitor.DispatchVisitor.visitConstructorInvocation(ConstructorInvocation)",1,3,3
"com.android.tools.lint.client.api.JavaVisitor.DispatchVisitor.visitContinue(Continue)",1,3,3
"com.android.tools.lint.client.api.JavaVisitor.DispatchVisitor.visitDefault(Default)",1,3,3
"com.android.tools.lint.client.api.JavaVisitor.DispatchVisitor.visitDoWhile(DoWhile)",1,3,3
"com.android.tools.lint.client.api.JavaVisitor.DispatchVisitor.visitEmptyDeclaration(EmptyDeclaration)",1,3,3
"com.android.tools.lint.client.api.JavaVisitor.DispatchVisitor.visitEmptyStatement(EmptyStatement)",1,3,3
"com.android.tools.lint.client.api.JavaVisitor.DispatchVisitor.visitEnumConstant(EnumConstant)",1,3,3
"com.android.tools.lint.client.api.JavaVisitor.DispatchVisitor.visitEnumDeclaration(EnumDeclaration)",1,3,3
"com.android.tools.lint.client.api.JavaVisitor.DispatchVisitor.visitEnumTypeBody(EnumTypeBody)",1,3,3
"com.android.tools.lint.client.api.JavaVisitor.DispatchVisitor.visitExpressionStatement(ExpressionStatement)",1,3,3
"com.android.tools.lint.client.api.JavaVisitor.DispatchVisitor.visitFloatingPointLiteral(FloatingPointLiteral)",1,3,3
"com.android.tools.lint.client.api.JavaVisitor.DispatchVisitor.visitFor(For)",1,3,3
"com.android.tools.lint.client.api.JavaVisitor.DispatchVisitor.visitForEach(ForEach)",1,3,3
"com.android.tools.lint.client.api.JavaVisitor.DispatchVisitor.visitIdentifier(Identifier)",1,3,3
"com.android.tools.lint.client.api.JavaVisitor.DispatchVisitor.visitIf(If)",1,3,3
"com.android.tools.lint.client.api.JavaVisitor.DispatchVisitor.visitImportDeclaration(ImportDeclaration)",1,3,3
"com.android.tools.lint.client.api.JavaVisitor.DispatchVisitor.visitInlineIfExpression(InlineIfExpression)",1,3,3
"com.android.tools.lint.client.api.JavaVisitor.DispatchVisitor.visitInstanceInitializer(InstanceInitializer)",1,3,3
"com.android.tools.lint.client.api.JavaVisitor.DispatchVisitor.visitInstanceOf(InstanceOf)",1,3,3
"com.android.tools.lint.client.api.JavaVisitor.DispatchVisitor.visitIntegralLiteral(IntegralLiteral)",1,3,3
"com.android.tools.lint.client.api.JavaVisitor.DispatchVisitor.visitInterfaceDeclaration(InterfaceDeclaration)",1,3,3
"com.android.tools.lint.client.api.JavaVisitor.DispatchVisitor.visitKeywordModifier(KeywordModifier)",1,3,3
"com.android.tools.lint.client.api.JavaVisitor.DispatchVisitor.visitLabelledStatement(LabelledStatement)",1,3,3
"com.android.tools.lint.client.api.JavaVisitor.DispatchVisitor.visitMethodDeclaration(MethodDeclaration)",1,3,3
"com.android.tools.lint.client.api.JavaVisitor.DispatchVisitor.visitMethodInvocation(MethodInvocation)",1,3,3
"com.android.tools.lint.client.api.JavaVisitor.DispatchVisitor.visitModifiers(Modifiers)",1,3,3
"com.android.tools.lint.client.api.JavaVisitor.DispatchVisitor.visitNormalTypeBody(NormalTypeBody)",1,3,3
"com.android.tools.lint.client.api.JavaVisitor.DispatchVisitor.visitNullLiteral(NullLiteral)",1,3,3
"com.android.tools.lint.client.api.JavaVisitor.DispatchVisitor.visitPackageDeclaration(PackageDeclaration)",1,3,3
"com.android.tools.lint.client.api.JavaVisitor.DispatchVisitor.visitParseArtefact(Node)",1,3,3
"com.android.tools.lint.client.api.JavaVisitor.DispatchVisitor.visitReturn(Return)",1,3,3
"com.android.tools.lint.client.api.JavaVisitor.DispatchVisitor.visitSelect(Select)",1,3,3
"com.android.tools.lint.client.api.JavaVisitor.DispatchVisitor.visitStaticInitializer(StaticInitializer)",1,3,3
"com.android.tools.lint.client.api.JavaVisitor.DispatchVisitor.visitStringLiteral(StringLiteral)",1,3,3
"com.android.tools.lint.client.api.JavaVisitor.DispatchVisitor.visitSuper(Super)",1,3,3
"com.android.tools.lint.client.api.JavaVisitor.DispatchVisitor.visitSuperConstructorInvocation(SuperConstructorInvocation)",1,3,3
"com.android.tools.lint.client.api.JavaVisitor.DispatchVisitor.visitSwitch(Switch)",1,3,3
"com.android.tools.lint.client.api.JavaVisitor.DispatchVisitor.visitSynchronized(Synchronized)",1,3,3
"com.android.tools.lint.client.api.JavaVisitor.DispatchVisitor.visitThis(This)",1,3,3
"com.android.tools.lint.client.api.JavaVisitor.DispatchVisitor.visitThrow(Throw)",1,3,3
"com.android.tools.lint.client.api.JavaVisitor.DispatchVisitor.visitTry(Try)",1,3,3
"com.android.tools.lint.client.api.JavaVisitor.DispatchVisitor.visitTypeReference(TypeReference)",1,3,3
"com.android.tools.lint.client.api.JavaVisitor.DispatchVisitor.visitTypeReferencePart(TypeReferencePart)",1,3,3
"com.android.tools.lint.client.api.JavaVisitor.DispatchVisitor.visitTypeVariable(TypeVariable)",1,3,3
"com.android.tools.lint.client.api.JavaVisitor.DispatchVisitor.visitUnaryExpression(UnaryExpression)",1,3,3
"com.android.tools.lint.client.api.JavaVisitor.DispatchVisitor.visitVariableDeclaration(VariableDeclaration)",1,3,3
"com.android.tools.lint.client.api.JavaVisitor.DispatchVisitor.visitVariableDefinition(VariableDefinition)",1,3,3
"com.android.tools.lint.client.api.JavaVisitor.DispatchVisitor.visitVariableDefinitionEntry(VariableDefinitionEntry)",1,3,3
"com.android.tools.lint.client.api.JavaVisitor.DispatchVisitor.visitVariableReference(VariableReference)",1,3,3
"com.android.tools.lint.client.api.JavaVisitor.DispatchVisitor.visitWhile(While)",1,3,3
"com.android.tools.lint.client.api.JavaVisitor.JavaVisitor(IJavaParser,List<Detector>)",1,13,13
"com.android.tools.lint.client.api.JavaVisitor.VisitingDetector.VisitingDetector(Detector,JavaScanner)",1,1,1
"com.android.tools.lint.client.api.JavaVisitor.VisitingDetector.getDetector()",1,1,1
"com.android.tools.lint.client.api.JavaVisitor.VisitingDetector.getJavaScanner()",1,1,1
"com.android.tools.lint.client.api.JavaVisitor.VisitingDetector.getVisitor()",1,2,3
"com.android.tools.lint.client.api.JavaVisitor.VisitingDetector.setContext(JavaContext)",1,1,1
"com.android.tools.lint.client.api.JavaVisitor.visitFile(JavaContext,File)",2,9,10
"com.android.tools.lint.client.api.LintClient.ClassPathInfo.ClassPathInfo(List<File>,List<File>,List<File>)",1,1,1
"com.android.tools.lint.client.api.LintClient.ClassPathInfo.getClassFolders()",1,1,1
"com.android.tools.lint.client.api.LintClient.ClassPathInfo.getLibraries()",1,1,1
"com.android.tools.lint.client.api.LintClient.ClassPathInfo.getSourceFolders()",1,1,1
"com.android.tools.lint.client.api.LintClient.createProject(File,File)",1,1,1
"com.android.tools.lint.client.api.LintClient.findResource(String)",3,1,3
"com.android.tools.lint.client.api.LintClient.getCacheDir(boolean)",3,3,4
"com.android.tools.lint.client.api.LintClient.getClassPath(Project)",1,25,26
"com.android.tools.lint.client.api.LintClient.getConfiguration(Project)",1,1,1
"com.android.tools.lint.client.api.LintClient.getHighestKnownApiLevel()",1,4,5
"com.android.tools.lint.client.api.LintClient.getJavaClassFolders(Project)",1,1,1
"com.android.tools.lint.client.api.LintClient.getJavaLibraries(Project)",1,1,1
"com.android.tools.lint.client.api.LintClient.getJavaSourceFolders(Project)",1,1,1
"com.android.tools.lint.client.api.LintClient.getLintBinDir()",2,4,5
"com.android.tools.lint.client.api.LintClient.getProject(File,File)",2,1,4
"com.android.tools.lint.client.api.LintClient.getProjectName(Project)",1,1,1
"com.android.tools.lint.client.api.LintClient.getResourceFolder(Project)",2,1,2
"com.android.tools.lint.client.api.LintClient.getSdkHome()",4,3,5
"com.android.tools.lint.client.api.LintClient.getSdkInfo(Project)",1,1,1
"com.android.tools.lint.client.api.LintClient.getSuperClass(Project,String)",1,1,1
"com.android.tools.lint.client.api.LintClient.getTargets()",1,3,3
"com.android.tools.lint.client.api.LintClient.isSubclassOf(Project,String,String)",1,1,1
"com.android.tools.lint.client.api.LintClient.log(Throwable,String,Object...)",1,1,1
"com.android.tools.lint.client.api.LintClient.readBytes(File)",1,1,1
"com.android.tools.lint.client.api.LintClient.replaceDetector(Class<? extends Detector>)",1,1,1
"com.android.tools.lint.client.api.LintDriver.ClassEntry.ClassEntry(File,File,File,byte[])",1,1,1
"com.android.tools.lint.client.api.LintDriver.ClassEntry.compareTo(ClassEntry)",5,2,8
"com.android.tools.lint.client.api.LintDriver.ClassEntry.path()",2,2,2
"com.android.tools.lint.client.api.LintDriver.ClassEntry.toString()",1,1,1
"com.android.tools.lint.client.api.LintDriver.LintClientWrapper.LintClientWrapper(LintClient)",1,1,1
"com.android.tools.lint.client.api.LintDriver.LintClientWrapper.findResource(String)",1,1,1
"com.android.tools.lint.client.api.LintDriver.LintClientWrapper.getCacheDir(boolean)",1,1,1
"com.android.tools.lint.client.api.LintDriver.LintClientWrapper.getClassPath(Project)",1,1,1
"com.android.tools.lint.client.api.LintDriver.LintClientWrapper.getConfiguration(Project)",1,1,1
"com.android.tools.lint.client.api.LintDriver.LintClientWrapper.getDomParser()",1,1,1
"com.android.tools.lint.client.api.LintDriver.LintClientWrapper.getHighestKnownApiLevel()",1,1,1
"com.android.tools.lint.client.api.LintDriver.LintClientWrapper.getJavaClassFolders(Project)",1,1,1
"com.android.tools.lint.client.api.LintDriver.LintClientWrapper.getJavaLibraries(Project)",1,1,1
"com.android.tools.lint.client.api.LintDriver.LintClientWrapper.getJavaParser()",1,1,1
"com.android.tools.lint.client.api.LintDriver.LintClientWrapper.getJavaSourceFolders(Project)",1,1,1
"com.android.tools.lint.client.api.LintDriver.LintClientWrapper.getProject(File,File)",1,1,1
"com.android.tools.lint.client.api.LintDriver.LintClientWrapper.getProjectName(Project)",1,1,1
"com.android.tools.lint.client.api.LintDriver.LintClientWrapper.getResourceFolder(Project)",1,1,1
"com.android.tools.lint.client.api.LintDriver.LintClientWrapper.getSdkHome()",1,1,1
"com.android.tools.lint.client.api.LintDriver.LintClientWrapper.getSdkInfo(Project)",1,1,1
"com.android.tools.lint.client.api.LintDriver.LintClientWrapper.getSuperClass(Project,String)",1,1,1
"com.android.tools.lint.client.api.LintDriver.LintClientWrapper.getTargets()",1,1,1
"com.android.tools.lint.client.api.LintDriver.LintClientWrapper.isSubclassOf(Project,String,String)",1,1,1
"com.android.tools.lint.client.api.LintDriver.LintClientWrapper.log(Severity,Throwable,String,Object...)",1,1,1
"com.android.tools.lint.client.api.LintDriver.LintClientWrapper.log(Throwable,String,Object...)",1,1,1
"com.android.tools.lint.client.api.LintDriver.LintClientWrapper.readBytes(File)",1,1,1
"com.android.tools.lint.client.api.LintDriver.LintClientWrapper.readFile(File)",1,1,1
"com.android.tools.lint.client.api.LintDriver.LintClientWrapper.replaceDetector(Class<? extends Detector>)",1,1,1
"com.android.tools.lint.client.api.LintDriver.LintClientWrapper.report(Context,Issue,Severity,Location,String,Object)",5,3,7
"com.android.tools.lint.client.api.LintDriver.LintDriver(IssueRegistry,LintClient)",1,1,1
"com.android.tools.lint.client.api.LintDriver.SuperclassVisitor.SuperclassVisitor(Map<String, String>)",1,1,1
"com.android.tools.lint.client.api.LintDriver.SuperclassVisitor.visit(int,int,String,String,String,String[])",1,2,2
"com.android.tools.lint.client.api.LintDriver.addClassFiles(File,List<File>)",1,6,7
"com.android.tools.lint.client.api.LintDriver.addLintListener(LintListener)",1,1,2
"com.android.tools.lint.client.api.LintDriver.addProjects(File,Map<File, Project>,File)",2,5,6
"com.android.tools.lint.client.api.LintDriver.addSuperClasses(SuperclassVisitor,List<ClassEntry>)",1,3,3
"com.android.tools.lint.client.api.LintDriver.analyze(List<File>,EnumSet<Scope>)",9,15,19
"com.android.tools.lint.client.api.LintDriver.cancel()",1,1,1
"com.android.tools.lint.client.api.LintDriver.checkClasses(Project,Project)",3,5,6
"com.android.tools.lint.client.api.LintDriver.checkIndividualClassFiles(Project,Project,List<File>)",8,10,11
"com.android.tools.lint.client.api.LintDriver.checkIndividualJavaFiles(Project,Project,List<Detector>,List<File>)",5,5,6
"com.android.tools.lint.client.api.LintDriver.checkIndividualResources(Project,Project,List<ResourceXmlDetector>,List<File>)",5,10,10
"com.android.tools.lint.client.api.LintDriver.checkJava(Project,Project,List<File>,List<Detector>)",5,5,6
"com.android.tools.lint.client.api.LintDriver.checkProGuard(Project,Project)",5,12,14
"com.android.tools.lint.client.api.LintDriver.checkProject(Project)",12,8,13
"com.android.tools.lint.client.api.LintDriver.checkResFolder(Project,Project,File,List<ResourceXmlDetector>)",4,3,5
"com.android.tools.lint.client.api.LintDriver.checkResourceFolder(Project,Project,File,ResourceFolderType,List<ResourceXmlDetector>)",6,5,7
"com.android.tools.lint.client.api.LintDriver.computeDetectors(Project)",1,1,1
"com.android.tools.lint.client.api.LintDriver.computeProjects(List<File>)",14,25,29
"com.android.tools.lint.client.api.LintDriver.computeRepeatingDetectors(List<Detector>,Project)",5,10,11
"com.android.tools.lint.client.api.LintDriver.findClasses(List<ClassEntry>,List<File>)",10,12,15
"com.android.tools.lint.client.api.LintDriver.findField(ClassNode,String,String)",5,4,5
"com.android.tools.lint.client.api.LintDriver.findProjectFor(File)",5,3,5
"com.android.tools.lint.client.api.LintDriver.fireEvent(EventType,Context)",1,3,3
"com.android.tools.lint.client.api.LintDriver.gatherJavaFiles(File,List<File>)",1,6,6
"com.android.tools.lint.client.api.LintDriver.getClient()",1,1,1
"com.android.tools.lint.client.api.LintDriver.getOuterClassNode(ClassNode)",5,5,6
"com.android.tools.lint.client.api.LintDriver.getPhase()",1,1,1
"com.android.tools.lint.client.api.LintDriver.getProjects()",2,2,2
"com.android.tools.lint.client.api.LintDriver.getRegistry()",1,1,1
"com.android.tools.lint.client.api.LintDriver.getScope()",1,1,1
"com.android.tools.lint.client.api.LintDriver.getSuperClass(String)",4,3,6
"com.android.tools.lint.client.api.LintDriver.getSuperMap(List<ClassEntry>,List<ClassEntry>)",1,1,1
"com.android.tools.lint.client.api.LintDriver.getVisitor(ResourceFolderType,List<ResourceXmlDetector>)",4,5,8
"com.android.tools.lint.client.api.LintDriver.hasParserErrors()",1,1,1
"com.android.tools.lint.client.api.LintDriver.isAbbreviating()",1,1,1
"com.android.tools.lint.client.api.LintDriver.isSubclassOf(ClassNode,String)",6,4,6
"com.android.tools.lint.client.api.LintDriver.isSuppressed(Issue,ClassNode)",2,2,2
"com.android.tools.lint.client.api.LintDriver.isSuppressed(Issue,ClassNode,MethodNode,AbstractInsnNode)",5,7,8
"com.android.tools.lint.client.api.LintDriver.isSuppressed(Issue,FieldNode)",2,2,2
"com.android.tools.lint.client.api.LintDriver.isSuppressed(Issue,List<AnnotationNode>)",12,14,16
"com.android.tools.lint.client.api.LintDriver.isSuppressed(Issue,Modifiers)",15,14,20
"com.android.tools.lint.client.api.LintDriver.isSuppressed(Issue,Node)",8,11,13
"com.android.tools.lint.client.api.LintDriver.registerProjectFile(Map<File, Project>,File,File,File)",1,1,1
"com.android.tools.lint.client.api.LintDriver.removeLintListener(LintListener)",1,1,2
"com.android.tools.lint.client.api.LintDriver.requestRepeat(Detector,EnumSet<Scope>)",1,3,4
"com.android.tools.lint.client.api.LintDriver.runClassDetectors(Scope,List<ClassEntry>,Project,Project)",8,14,17
"com.android.tools.lint.client.api.LintDriver.runExtraPhases(Project)",6,3,8
"com.android.tools.lint.client.api.LintDriver.runFileDetectors(Project,Project)",4,29,32
"com.android.tools.lint.client.api.LintDriver.setAbbreviating(boolean)",1,1,1
"com.android.tools.lint.client.api.LintDriver.setHasParserErrors(boolean)",1,1,1
"com.android.tools.lint.client.api.LintDriver.union(List<Detector>,List<Detector>)",3,5,5
"com.android.tools.lint.client.api.LintDriver.validateScopeList()",1,2,14
"com.android.tools.lint.client.api.SdkInfo.isLayout(String)",1,1,1
"com.android.tools.lint.client.api.SdkInfo.isSubViewOf(String,String)",4,2,4
"com.android.tools.lint.client.api.XmlVisitor.XmlVisitor(IDomParser,List<? extends Detector>)",1,16,16
"com.android.tools.lint.client.api.XmlVisitor.visitElement(XmlContext,Element)",1,19,19
"com.android.tools.lint.client.api.XmlVisitor.visitFile(XmlContext,File)",4,10,12
"com.android.tools.lint.detector.api.Category.Category(Category,String,int)",1,1,1
"com.android.tools.lint.detector.api.Category.compareTo(Category)",4,1,4
"com.android.tools.lint.detector.api.Category.create(Category,String,int)",1,1,1
"com.android.tools.lint.detector.api.Category.create(String,int)",1,1,1
"com.android.tools.lint.detector.api.Category.getFullName()",2,2,2
"com.android.tools.lint.detector.api.Category.getName()",1,1,1
"com.android.tools.lint.detector.api.Category.getParent()",1,1,1
"com.android.tools.lint.detector.api.ClassContext.ClassContext(LintDriver,Project,Project,File,File,File,byte[],ClassNode,boolean,String)",1,1,1
"com.android.tools.lint.detector.api.ClassContext.createSignature(String,String,String)",1,8,9
"com.android.tools.lint.detector.api.ClassContext.findLineNumber(AbstractInsnNode)",5,3,5
"com.android.tools.lint.detector.api.ClassContext.findLineNumber(ClassNode)",3,4,4
"com.android.tools.lint.detector.api.ClassContext.findLineNumber(MethodNode)",2,3,3
"com.android.tools.lint.detector.api.ClassContext.getBytecode()",1,1,1
"com.android.tools.lint.detector.api.ClassContext.getClassNode()",1,1,1
"com.android.tools.lint.detector.api.ClassContext.getFirstRealMethod(ClassNode)",5,4,5
"com.android.tools.lint.detector.api.ClassContext.getFqcn(String)",1,1,1
"com.android.tools.lint.detector.api.ClassContext.getInternalName(String)",1,4,4
"com.android.tools.lint.detector.api.ClassContext.getJarFile()",1,1,1
"com.android.tools.lint.detector.api.ClassContext.getLocation(AbstractInsnNode)",1,5,5
"com.android.tools.lint.detector.api.ClassContext.getLocation(ClassNode)",1,3,4
"com.android.tools.lint.detector.api.ClassContext.getLocation(MethodNode,ClassNode)",1,3,3
"com.android.tools.lint.detector.api.ClassContext.getLocationForLine(int,String,String,SearchHints)",3,3,3
"com.android.tools.lint.detector.api.ClassContext.getSourceContents()",1,3,4
"com.android.tools.lint.detector.api.ClassContext.getSourceContents(boolean)",2,2,2
"com.android.tools.lint.detector.api.ClassContext.getSourceFile()",9,11,14
"com.android.tools.lint.detector.api.ClassContext.getTypeString(Type)",1,2,2
"com.android.tools.lint.detector.api.ClassContext.isAnonymousClass(String)",3,3,4
"com.android.tools.lint.detector.api.ClassContext.isFromClassLibrary()",1,1,1
"com.android.tools.lint.detector.api.ClassContext.report(Issue,FieldNode,Location,String,Object)",2,2,3
"com.android.tools.lint.detector.api.ClassContext.report(Issue,Location,String,Object)",9,8,11
"com.android.tools.lint.detector.api.ClassContext.report(Issue,MethodNode,AbstractInsnNode,Location,String,Object)",2,2,3
"com.android.tools.lint.detector.api.Context.Context(LintDriver,Project,Project,File)",1,1,1
"com.android.tools.lint.detector.api.Context.getClient()",1,1,1
"com.android.tools.lint.detector.api.Context.getConfiguration()",1,1,1
"com.android.tools.lint.detector.api.Context.getContents()",1,2,2
"com.android.tools.lint.detector.api.Context.getDriver()",1,1,1
"com.android.tools.lint.detector.api.Context.getFolderVersion()",1,1,1
"com.android.tools.lint.detector.api.Context.getFolderVersion(File)",4,3,4
"com.android.tools.lint.detector.api.Context.getMainProject()",1,1,2
"com.android.tools.lint.detector.api.Context.getPhase()",1,1,1
"com.android.tools.lint.detector.api.Context.getProject()",1,1,1
"com.android.tools.lint.detector.api.Context.getProperty(String)",2,1,2
"com.android.tools.lint.detector.api.Context.getScope()",1,1,1
"com.android.tools.lint.detector.api.Context.getSdkInfo()",1,1,1
"com.android.tools.lint.detector.api.Context.isEnabled(Issue)",1,1,1
"com.android.tools.lint.detector.api.Context.log(Throwable,String,Object...)",1,1,1
"com.android.tools.lint.detector.api.Context.report(Issue,Location,String,Object)",3,5,7
"com.android.tools.lint.detector.api.Context.requestRepeat(Detector,EnumSet<Scope>)",1,1,1
"com.android.tools.lint.detector.api.Context.setProperty(String,Object)",1,3,4
"com.android.tools.lint.detector.api.DefaultPosition.DefaultPosition(int,int,int)",1,1,1
"com.android.tools.lint.detector.api.DefaultPosition.getColumn()",1,1,1
"com.android.tools.lint.detector.api.DefaultPosition.getLine()",1,1,1
"com.android.tools.lint.detector.api.DefaultPosition.getOffset()",1,1,1
"com.android.tools.lint.detector.api.Detector.afterCheckFile(Context)",1,1,1
"com.android.tools.lint.detector.api.Detector.afterCheckLibraryProject(Context)",1,1,1
"com.android.tools.lint.detector.api.Detector.afterCheckProject(Context)",1,1,1
"com.android.tools.lint.detector.api.Detector.appliesTo(Context,File)",1,1,1
"com.android.tools.lint.detector.api.Detector.appliesToResourceRefs()",1,1,1
"com.android.tools.lint.detector.api.Detector.beforeCheckFile(Context)",1,1,1
"com.android.tools.lint.detector.api.Detector.beforeCheckLibraryProject(Context)",1,1,1
"com.android.tools.lint.detector.api.Detector.beforeCheckProject(Context)",1,1,1
"com.android.tools.lint.detector.api.Detector.checkCall(ClassContext,ClassNode,MethodNode,MethodInsnNode)",1,1,1
"com.android.tools.lint.detector.api.Detector.checkClass(ClassContext,ClassNode)",1,1,1
"com.android.tools.lint.detector.api.Detector.checkInstruction(ClassContext,ClassNode,MethodNode,AbstractInsnNode)",1,1,1
"com.android.tools.lint.detector.api.Detector.createJavaVisitor(JavaContext)",1,1,1
"com.android.tools.lint.detector.api.Detector.getApplicableAsmNodeTypes()",1,1,1
"com.android.tools.lint.detector.api.Detector.getApplicableAttributes()",1,1,1
"com.android.tools.lint.detector.api.Detector.getApplicableCallNames()",1,1,1
"com.android.tools.lint.detector.api.Detector.getApplicableCallOwners()",1,1,1
"com.android.tools.lint.detector.api.Detector.getApplicableElements()",1,1,1
"com.android.tools.lint.detector.api.Detector.getApplicableMethodNames()",1,1,1
"com.android.tools.lint.detector.api.Detector.getApplicableNodeTypes()",1,1,1
"com.android.tools.lint.detector.api.Detector.getSpeed()",1,1,1
