,CBO,DIT,LCOM,LongMethod,NOC,RFC,WMC,ev(G),instance,iv(G),project_id,v(G)
12753,6.0,4.0,2.0,0.0,0.0,5.0,4.0,1.0,org.eclipse.jdt.internal.compiler.lookup.VoidTypeBinding,1.0,121,1.0
12754,46.0,4.0,5.0,0.0,0.0,111.0,239.0,19.0,org.eclipse.jdt.internal.compiler.lookup.WildcardBinding,26.0,121,68.0
12755,32.0,1.0,2.0,0.0,2.0,86.0,355.0,26.0,org.eclipse.jdt.internal.compiler.parser.AbstractCommentParser,41.0,121,105.0
12756,42.0,2.0,1.0,1.0,3.0,73.0,193.0,11.0,org.eclipse.jdt.internal.compiler.parser.JavadocParser,72.0,121,104.0
12757,4.0,1.0,0.0,0.0,0.0,2.0,2.0,1.0,org.eclipse.jdt.internal.compiler.parser.NLSTag,1.0,121,1.0
12758,176.0,1.0,3.0,1.0,6.0,760.0,2.502,14.0,org.eclipse.jdt.internal.compiler.parser.Parser,486.0,121,969.0
12759,176.0,1.0,3.0,1.0,6.0,760.0,2.502,14.0,org.eclipse.jdt.internal.compiler.parser.Parser,486.0,121,969.0
12760,22.0,2.0,2.0,0.0,0.0,30.0,35.0,3.0,org.eclipse.jdt.internal.compiler.parser.RecoveredAnnotation,7.0,121,18.0
12761,28.0,3.0,1.0,0.0,0.0,56.0,78.0,9.0,org.eclipse.jdt.internal.compiler.parser.RecoveredBlock,6.0,121,29.0
12762,29.0,1.0,8.0,0.0,6.0,40.0,70.0,6.0,org.eclipse.jdt.internal.compiler.parser.RecoveredElement,3.0,121,7.0
12763,20.0,2.0,2.0,0.0,1.0,39.0,66.0,5.0,org.eclipse.jdt.internal.compiler.parser.RecoveredField,10.0,121,22.0
12764,4.0,2.0,1.0,0.0,0.0,10.0,8.0,1.0,org.eclipse.jdt.internal.compiler.parser.RecoveredImport,1.0,121,2.0
12765,23.0,3.0,1.0,0.0,0.0,42.0,57.0,5.0,org.eclipse.jdt.internal.compiler.parser.RecoveredInitializer,9.0,121,12.0
12766,16.0,3.0,1.0,0.0,0.0,21.0,30.0,4.0,org.eclipse.jdt.internal.compiler.parser.RecoveredLocalVariable,4.0,121,8.0
12767,32.0,2.0,1.0,0.0,0.0,66.0,121.0,7.0,org.eclipse.jdt.internal.compiler.parser.RecoveredMethod,14.0,121,31.0
12768,7.0,2.0,1.0,0.0,3.0,14.0,10.0,2.0,org.eclipse.jdt.internal.compiler.parser.RecoveredStatement,2.0,121,3.0
12769,31.0,3.0,1.0,0.0,0.0,69.0,168.0,13.0,org.eclipse.jdt.internal.compiler.parser.RecoveredType,27.0,121,61.0
12770,17.0,2.0,1.0,0.0,0.0,36.0,43.0,4.0,org.eclipse.jdt.internal.compiler.parser.RecoveredUnit,7.0,121,11.0
12771,17.0,2.0,1.0,0.0,0.0,27.0,49.0,11.0,org.eclipse.jdt.internal.compiler.parser.RecoveryScanner,4.0,121,19.0
12772,9.0,1.0,1.0,0.0,0.0,1.0,10.0,1.0,org.eclipse.jdt.internal.compiler.parser.RecoveryScannerData,1.0,121,10.0
12773,70.0,1.0,1.0,1.0,4.0,112.0,990.0,139.0,org.eclipse.jdt.internal.compiler.parser.Scanner,82.0,121,324.0
12774,70.0,1.0,1.0,1.0,4.0,112.0,990.0,139.0,org.eclipse.jdt.internal.compiler.parser.Scanner,82.0,121,324.0
12775,70.0,1.0,1.0,1.0,4.0,112.0,990.0,139.0,org.eclipse.jdt.internal.compiler.parser.Scanner,82.0,121,324.0
12776,70.0,1.0,1.0,1.0,4.0,112.0,990.0,139.0,org.eclipse.jdt.internal.compiler.parser.Scanner,82.0,121,324.0
12777,70.0,1.0,1.0,1.0,4.0,112.0,990.0,139.0,org.eclipse.jdt.internal.compiler.parser.Scanner,82.0,121,324.0
12778,39.0,1.0,2.0,0.0,0.0,44.0,113.0,18.0,org.eclipse.jdt.internal.compiler.parser.ScannerHelper,22.0,121,22.0
12779,68.0,2.0,1.0,0.0,0.0,88.0,95.0,4.0,org.eclipse.jdt.internal.compiler.parser.SourceTypeConverter,24.0,121,40.0
12780,24.0,1.0,1.0,0.0,2.0,32.0,119.0,27.0,org.eclipse.jdt.internal.compiler.parser.TypeConverter,12.0,121,58.0
12781,20.0,1.0,1.0,0.0,0.0,91.0,379.0,15.0,org.eclipse.jdt.internal.compiler.parser.diagnose.DiagnoseParser,50.0,121,65.0
12782,9.0,1.0,2.0,0.0,0.0,32.0,43.0,5.0,org.eclipse.jdt.internal.compiler.parser.diagnose.LexStream,7.0,121,12.0
12783,11.0,1.0,1.0,0.0,0.0,10.0,16.0,2.0,org.eclipse.jdt.internal.compiler.parser.diagnose.RangeUtil,11.0,121,14.0
12784,47.0,4.0,1.0,0.0,1.0,25.0,19.0,3.0,org.eclipse.jdt.internal.compiler.problem.AbortCompilation,4.0,121,7.0
12785,14.0,5.0,0.0,0.0,1.0,4.0,2.0,1.0,org.eclipse.jdt.internal.compiler.problem.AbortCompilationUnit,1.0,121,1.0
12786,15.0,7.0,0.0,0.0,0.0,2.0,1.0,1.0,org.eclipse.jdt.internal.compiler.problem.AbortMethod,1.0,121,1.0
12787,9.0,6.0,0.0,0.0,1.0,2.0,1.0,1.0,org.eclipse.jdt.internal.compiler.problem.AbortType,1.0,121,1.0
12788,9.0,2.0,6.0,0.0,0.0,29.0,53.0,17.0,org.eclipse.jdt.internal.compiler.problem.DefaultProblem,3.0,121,19.0
12789,28.0,1.0,1.0,0.0,3.0,38.0,25.0,9.0,org.eclipse.jdt.internal.compiler.problem.DefaultProblemFactory,8.0,121,13.0
12790,24.0,1.0,1.0,0.0,1.0,28.0,31.0,14.0,org.eclipse.jdt.internal.compiler.problem.ProblemHandler,19.0,121,28.0
12791,209.0,2.0,1.0,0.0,2.0,742.0,1.504,76.0,org.eclipse.jdt.internal.compiler.problem.ProblemReporter,18.0,121,76.0
12792,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,org.eclipse.jdt.internal.compiler.problem.ProblemReporterdocAmbiguousMethodReference,2.0,121,3.0
12793,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,org.eclipse.jdt.internal.compiler.problem.ProblemReporterdocDeprecatedField,2.0,121,3.0
12794,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,org.eclipse.jdt.internal.compiler.problem.ProblemReporterdocDeprecatedMethod,3.0,121,5.0
12795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,org.eclipse.jdt.internal.compiler.problem.ProblemReporterdocDeprecatedType,5.0,121,7.0
12796,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,org.eclipse.jdt.internal.compiler.problem.ProblemReporterdocDuplicatedParamTag,2.0,121,3.0
12797,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,org.eclipse.jdt.internal.compiler.problem.ProblemReporterdocDuplicatedReturnTag,1.0,121,1.0
12798,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,org.eclipse.jdt.internal.compiler.problem.ProblemReporterdocDuplicatedTag,1.0,121,1.0
12799,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,org.eclipse.jdt.internal.compiler.problem.ProblemReporterdocDuplicatedThrowsClassName,2.0,121,3.0
12800,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,org.eclipse.jdt.internal.compiler.problem.ProblemReporterdocEmptyReturnTag,2.0,121,3.0
12801,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,org.eclipse.jdt.internal.compiler.problem.ProblemReporterdocErrorNoMethodFor,4.0,121,6.0
12802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,org.eclipse.jdt.internal.compiler.problem.ProblemReporterdocHiddenReference,2.0,121,3.0
12803,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,org.eclipse.jdt.internal.compiler.problem.ProblemReporterdocInvalidConstructor,3.0,121,19.0
12804,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,org.eclipse.jdt.internal.compiler.problem.ProblemReporterdocInvalidField,3.0,121,7.0
12805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,org.eclipse.jdt.internal.compiler.problem.ProblemReporterdocInvalidMemberTypeQualification,2.0,121,2.0
12806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,org.eclipse.jdt.internal.compiler.problem.ProblemReporterdocInvalidMethod,4.0,121,20.0
12807,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,org.eclipse.jdt.internal.compiler.problem.ProblemReporterdocInvalidParamTagName,1.0,121,1.0
12808,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,org.eclipse.jdt.internal.compiler.problem.ProblemReporterdocInvalidParamTypeParameter,1.0,121,1.0
12809,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,org.eclipse.jdt.internal.compiler.problem.ProblemReporterdocInvalidReference,1.0,121,1.0
12810,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,org.eclipse.jdt.internal.compiler.problem.ProblemReporterdocInvalidSeeHref,1.0,121,1.0
12811,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,org.eclipse.jdt.internal.compiler.problem.ProblemReporterdocInvalidSeeReferenceArgs,1.0,121,1.0
12812,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,org.eclipse.jdt.internal.compiler.problem.ProblemReporterdocInvalidSeeUrlReference,1.0,121,1.0
12813,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,org.eclipse.jdt.internal.compiler.problem.ProblemReporterdocInvalidTag,1.0,121,1.0
12814,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,org.eclipse.jdt.internal.compiler.problem.ProblemReporterdocInvalidThrowsClass,1.0,121,1.0
12815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,org.eclipse.jdt.internal.compiler.problem.ProblemReporterdocInvalidThrowsClassName,2.0,121,3.0
12816,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,org.eclipse.jdt.internal.compiler.problem.ProblemReporterdocInvalidType,3.0,121,10.0
12817,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,org.eclipse.jdt.internal.compiler.problem.ProblemReporterdocInvalidValueReference,2.0,121,2.0
12818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,org.eclipse.jdt.internal.compiler.problem.ProblemReporterdocMalformedSeeReference,1.0,121,1.0
12819,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,org.eclipse.jdt.internal.compiler.problem.ProblemReporterdocMissing,4.0,121,6.0
12820,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,org.eclipse.jdt.internal.compiler.problem.ProblemReporterdocMissingHashCharacter,1.0,121,2.0
12821,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,org.eclipse.jdt.internal.compiler.problem.ProblemReporterdocMissingIdentifier,2.0,121,2.0
12822,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,org.eclipse.jdt.internal.compiler.problem.ProblemReporterdocMissingParamName,2.0,121,2.0
12823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,org.eclipse.jdt.internal.compiler.problem.ProblemReporterdocMissingParamTag,4.0,121,6.0
12824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,org.eclipse.jdt.internal.compiler.problem.ProblemReporterdocMissingReference,2.0,121,2.0
12825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,org.eclipse.jdt.internal.compiler.problem.ProblemReporterdocMissingReturnTag,4.0,121,5.0
12826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,org.eclipse.jdt.internal.compiler.problem.ProblemReporterdocMissingTagDescription,2.0,121,3.0
12827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,org.eclipse.jdt.internal.compiler.problem.ProblemReporterdocMissingTagDescriptionAfterReference,2.0,121,3.0
12828,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,org.eclipse.jdt.internal.compiler.problem.ProblemReporterdocMissingThrowsClassName,2.0,121,2.0
12829,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,org.eclipse.jdt.internal.compiler.problem.ProblemReporterdocMissingThrowsTag,4.0,121,6.0
12830,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,org.eclipse.jdt.internal.compiler.problem.ProblemReporterdocUndeclaredParamTagName,2.0,121,3.0
12831,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,org.eclipse.jdt.internal.compiler.problem.ProblemReporterdocUnexpectedTag,1.0,121,1.0
12832,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,org.eclipse.jdt.internal.compiler.problem.ProblemReporterdocUnexpectedText,1.0,121,1.0
12833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,org.eclipse.jdt.internal.compiler.problem.ProblemReporterdocUnterminatedInlineTag,1.0,121,1.0
12834,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,org.eclipse.jdt.internal.compiler.problem.ProblemReporterdocVisibility,2.0,121,7.0
12835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,org.eclipse.jdt.internal.compiler.problem.ProblemReporterdocVisibilityArgument,2.0,121,9.0
12836,3.0,4.0,0.0,0.0,0.0,2.0,1.0,1.0,org.eclipse.jdt.internal.compiler.problem.ShouldNotImplement,1.0,121,1.0
12837,3.0,1.0,1.0,0.0,0.0,14.0,16.0,3.0,org.eclipse.jdt.internal.compiler.util.CompoundNameVector,3.0,121,3.0
12838,3.0,1.0,1.0,1.0,0.0,8.0,47.0,14.0,org.eclipse.jdt.internal.compiler.util.FloatUtil,12.0,121,47.0
12839,5.0,3.0,1.0,0.0,1.0,28.0,28.0,6.0,org.eclipse.jdt.internal.compiler.util.GenericXMLWriter,6.0,121,8.0
12840,2.0,1.0,1.0,0.0,0.0,15.0,25.0,3.0,org.eclipse.jdt.internal.compiler.util.HashSetOfInt,4.0,121,5.0
12841,3.0,1.0,1.0,0.0,0.0,9.0,23.0,3.0,org.eclipse.jdt.internal.compiler.util.HashtableOfInt,3.0,121,5.0
12842,5.0,1.0,1.0,0.0,0.0,15.0,28.0,3.0,org.eclipse.jdt.internal.compiler.util.HashtableOfIntValues,4.0,121,6.0
12843,2.0,1.0,1.0,0.0,0.0,9.0,23.0,3.0,org.eclipse.jdt.internal.compiler.util.HashtableOfLong,3.0,121,5.0
12844,20.0,1.0,1.0,0.0,0.0,18.0,34.0,3.0,org.eclipse.jdt.internal.compiler.util.HashtableOfObject,4.0,121,6.0
12845,11.0,1.0,1.0,0.0,0.0,15.0,31.0,3.0,org.eclipse.jdt.internal.compiler.util.HashtableOfObjectToInt,3.0,121,5.0
12846,3.0,1.0,1.0,0.0,0.0,21.0,34.0,3.0,org.eclipse.jdt.internal.compiler.util.HashtableOfObjectToIntArray,6.0,121,6.0
12847,4.0,1.0,1.0,0.0,0.0,11.0,23.0,3.0,org.eclipse.jdt.internal.compiler.util.HashtableOfPackage,4.0,121,6.0
12848,5.0,1.0,1.0,0.0,0.0,12.0,29.0,3.0,org.eclipse.jdt.internal.compiler.util.HashtableOfType,4.0,121,6.0
12849,4.0,1.0,1.0,1.0,0.0,13.0,39.0,11.0,org.eclipse.jdt.internal.compiler.util.ManifestAnalyzer,12.0,121,34.0
12850,16.0,1.0,2.0,0.0,0.0,29.0,18.0,4.0,org.eclipse.jdt.internal.compiler.util.Messages,3.0,121,6.0
12851,11.0,1.0,1.0,0.0,0.0,18.0,29.0,3.0,org.eclipse.jdt.internal.compiler.util.ObjectVector,3.0,121,3.0
12852,31.0,1.0,1.0,0.0,0.0,17.0,43.0,4.0,org.eclipse.jdt.internal.compiler.util.SimpleLookupTable,4.0,121,8.0
12853,3.0,1.0,1.0,0.0,0.0,16.0,18.0,3.0,org.eclipse.jdt.internal.compiler.util.SimpleNameVector,3.0,121,3.0
12854,27.0,1.0,1.0,0.0,0.0,17.0,36.0,3.0,org.eclipse.jdt.internal.compiler.util.SimpleSet,4.0,121,6.0
12855,6.0,1.0,1.0,0.0,0.0,17.0,36.0,3.0,org.eclipse.jdt.internal.compiler.util.SimpleSetOfCharArray,4.0,121,6.0
12856,10.0,1.0,4.0,0.0,0.0,12.0,24.0,4.0,org.eclipse.jdt.internal.compiler.util.Sorting,5.0,121,8.0
12857,123.0,1.0,9.0,0.0,0.0,134.0,273.0,13.0,org.eclipse.jdt.internal.compiler.util.Util,22.0,121,27.0
12858,17.0,4.0,1.0,0.0,3.0,6.0,5.0,1.0,org.eclipse.jdt.internal.core.AnnotatableInfo,1.0,121,1.0
12859,29.0,3.0,6.0,0.0,2.0,35.0,25.0,5.0,org.eclipse.jdt.internal.core.Annotation,3.0,121,5.0
12860,13.0,1.0,3.0,0.0,0.0,21.0,21.0,2.0,org.eclipse.jdt.internal.core.BasicCompilationUnit,6.0,121,8.0
12861,2.0,1.0,1.0,0.0,0.0,12.0,18.0,2.0,org.eclipse.jdt.internal.core.BatchInitializationMonitor,2.0,121,2.0
12862,5.0,2.0,3.0,0.0,0.0,5.0,7.0,4.0,org.eclipse.jdt.internal.core.BatchOperation,4.0,121,5.0
12863,11.0,2.0,2.0,0.0,0.0,18.0,7.0,1.0,org.eclipse.jdt.internal.core.BecomeWorkingCopyOperation,4.0,121,4.0
12864,20.0,6.0,10.0,0.0,1.0,39.0,19.0,2.0,org.eclipse.jdt.internal.core.BinaryField,4.0,121,4.0
12865,6.0,7.0,2.0,0.0,0.0,8.0,5.0,1.0,org.eclipse.jdt.internal.core.BinaryLambdaExpression,1.0,121,1.0
12866,5.0,7.0,2.0,0.0,0.0,4.0,3.0,1.0,org.eclipse.jdt.internal.core.BinaryLambdaMethod,1.0,121,1.0
12867,28.0,5.0,7.0,0.0,3.0,35.0,30.0,4.0,org.eclipse.jdt.internal.core.BinaryMember,8.0,121,9.0
12868,43.0,6.0,10.0,1.0,1.0,134.0,135.0,12.0,org.eclipse.jdt.internal.core.BinaryMethod,22.0,121,34.0
12869,78.0,6.0,20.0,0.0,1.0,203.0,173.0,17.0,org.eclipse.jdt.internal.core.BinaryType,11.0,121,30.0
12870,37.0,2.0,1.0,0.0,0.0,59.0,64.0,8.0,org.eclipse.jdt.internal.core.BinaryTypeConverter,18.0,121,32.0
12871,12.0,1.0,2.0,0.0,1.0,50.0,80.0,6.0,org.eclipse.jdt.internal.core.Buffer,9.0,121,17.0
12872,6.0,3.0,2.0,0.0,0.0,17.0,9.0,2.0,org.eclipse.jdt.internal.core.BufferCache,3.0,121,3.0
12873,7.0,2.0,2.0,0.0,0.0,10.0,10.0,3.0,org.eclipse.jdt.internal.core.BufferFactoryWrapper,2.0,121,3.0
12874,17.0,1.0,5.0,0.0,0.0,25.0,16.0,1.0,org.eclipse.jdt.internal.core.BufferManager,3.0,121,3.0
12875,11.0,2.0,1.0,0.0,0.0,14.0,9.0,2.0,org.eclipse.jdt.internal.core.CancelableNameEnvironment,4.0,121,4.0
12876,5.0,2.0,1.0,0.0,0.0,6.0,5.0,2.0,org.eclipse.jdt.internal.core.CancelableProblemFactory,2.0,121,3.0
12877,14.0,2.0,3.0,0.0,3.0,23.0,10.0,1.0,org.eclipse.jdt.internal.core.ChangeClasspathOperation,7.0,121,7.0
12878,84.0,3.0,11.0,0.0,0.0,173.0,159.0,7.0,org.eclipse.jdt.internal.core.ClassFile,9.0,121,13.0
12879,38.0,3.0,1.0,0.0,0.0,79.0,85.0,3.0,org.eclipse.jdt.internal.core.ClassFileInfo,23.0,121,32.0
12880,22.0,4.0,2.0,0.0,0.0,36.0,15.0,3.0,org.eclipse.jdt.internal.core.ClassFileWorkingCopy,2.0,121,4.0
12881,8.0,2.0,2.0,0.0,0.0,8.0,14.0,4.0,org.eclipse.jdt.internal.core.ClasspathAccessRule,2.0,121,7.0
12882,5.0,1.0,2.0,0.0,0.0,9.0,7.0,2.0,org.eclipse.jdt.internal.core.ClasspathAttribute,2.0,121,3.0
12883,26.0,1.0,1.0,1.0,0.0,77.0,101.0,20.0,org.eclipse.jdt.internal.core.ClasspathChange,33.0,121,48.0
12884,59.0,1.0,2.0,0.0,0.0,188.0,447.0,50.0,org.eclipse.jdt.internal.core.ClasspathEntry,62.0,121,81.0
12885,12.0,1.0,1.0,0.0,0.0,9.0,8.0,1.0,org.eclipse.jdt.internal.core.ClasspathValidation,8.0,121,9.0
12886,19.0,2.0,2.0,1.0,0.0,48.0,23.0,7.0,org.eclipse.jdt.internal.core.CommitWorkingCopyOperation,17.0,121,25.0
12887,19.0,2.0,2.0,1.0,0.0,48.0,23.0,7.0,org.eclipse.jdt.internal.core.CommitWorkingCopyOperation,17.0,121,25.0
12888,107.0,3.0,19.0,0.0,3.0,264.0,243.0,6.0,org.eclipse.jdt.internal.core.CompilationUnit,15.0,121,20.0
12889,9.0,3.0,1.0,0.0,1.0,4.0,3.0,1.0,org.eclipse.jdt.internal.core.CompilationUnitElementInfo,1.0,121,1.0
12890,39.0,2.0,1.0,0.0,0.0,45.0,23.0,1.0,org.eclipse.jdt.internal.core.CompilationUnitProblemFinder,10.0,121,16.0
12891,77.0,2.0,2.0,0.0,1.0,116.0,117.0,12.0,org.eclipse.jdt.internal.core.CompilationUnitStructureRequestor,12.0,121,17.0
12892,31.0,3.0,2.0,0.0,1.0,51.0,36.0,5.0,org.eclipse.jdt.internal.core.CopyElementsOperation,10.0,121,11.0
12893,18.0,2.0,1.0,0.0,1.0,48.0,45.0,11.0,org.eclipse.jdt.internal.core.CopyPackageFragmentRootOperation,13.0,121,17.0
12894,42.0,3.0,2.0,1.0,1.0,140.0,133.0,19.0,org.eclipse.jdt.internal.core.CopyResourceElementsOperation,33.0,121,38.0
12895,20.0,2.0,1.0,0.0,0.0,34.0,17.0,4.0,org.eclipse.jdt.internal.core.CreateCompilationUnitOperation,10.0,121,13.0
12896,29.0,2.0,4.0,0.0,3.0,57.0,34.0,4.0,org.eclipse.jdt.internal.core.CreateElementInCUOperation,7.0,121,7.0
12897,21.0,4.0,4.0,0.0,0.0,34.0,20.0,4.0,org.eclipse.jdt.internal.core.CreateFieldOperation,5.0,121,8.0
12898,27.0,3.0,3.0,0.0,0.0,44.0,18.0,5.0,org.eclipse.jdt.internal.core.CreateImportOperation,7.0,121,8.0
12899,18.0,4.0,4.0,0.0,0.0,20.0,14.0,4.0,org.eclipse.jdt.internal.core.CreateInitializerOperation,5.0,121,8.0
12900,19.0,4.0,4.0,0.0,0.0,32.0,16.0,3.0,org.eclipse.jdt.internal.core.CreateMethodOperation,5.0,121,6.0
12901,25.0,3.0,3.0,0.0,0.0,27.0,13.0,3.0,org.eclipse.jdt.internal.core.CreatePackageDeclarationOperation,3.0,121,4.0
12902,18.0,2.0,1.0,0.0,0.0,33.0,19.0,7.0,org.eclipse.jdt.internal.core.CreatePackageFragmentOperation,7.0,121,10.0
12903,19.0,2.0,2.0,0.0,0.0,18.0,12.0,4.0,org.eclipse.jdt.internal.core.CreateTypeHierarchyOperation,3.0,121,7.0
12904,29.0,3.0,2.0,0.0,4.0,53.0,31.0,8.0,org.eclipse.jdt.internal.core.CreateTypeMemberOperation,6.0,121,10.0
12905,18.0,4.0,4.0,0.0,0.0,27.0,19.0,4.0,org.eclipse.jdt.internal.core.CreateTypeOperation,5.0,121,7.0
12906,19.0,2.0,1.0,0.0,0.0,4.0,4.0,2.0,org.eclipse.jdt.internal.core.DefaultWorkingCopyOwner,2.0,121,2.0
12907,21.0,3.0,2.0,0.0,0.0,52.0,25.0,3.0,org.eclipse.jdt.internal.core.DeleteElementsOperation,7.0,121,7.0
12908,16.0,2.0,2.0,0.0,0.0,32.0,26.0,5.0,org.eclipse.jdt.internal.core.DeletePackageFragmentRootOperation,6.0,121,7.0
12909,15.0,3.0,2.0,0.0,0.0,21.0,26.0,2.0,org.eclipse.jdt.internal.core.DeleteResourceElementsOperation,10.0,121,15.0
12910,27.0,1.0,6.0,1.0,0.0,112.0,95.0,5.0,org.eclipse.jdt.internal.core.DeltaProcessingState,12.0,121,15.0
12911,52.0,1.0,1.0,1.0,0.0,249.0,471.0,13.0,org.eclipse.jdt.internal.core.DeltaProcessor,42.0,121,50.0
12912,52.0,1.0,1.0,1.0,0.0,249.0,471.0,13.0,org.eclipse.jdt.internal.core.DeltaProcessor,42.0,121,50.0
12913,12.0,2.0,2.0,0.0,0.0,22.0,9.0,1.0,org.eclipse.jdt.internal.core.DiscardWorkingCopyOperation,6.0,121,6.0
12914,3.0,1.0,1.0,0.0,0.0,7.0,3.0,1.0,org.eclipse.jdt.internal.core.DocumentAdapter,1.0,121,1.0
12915,11.0,3.0,3.0,0.0,1.0,13.0,9.0,2.0,org.eclipse.jdt.internal.core.ElementCache,2.0,121,3.0
12916,6.0,1.0,1.0,0.0,0.0,20.0,24.0,2.0,org.eclipse.jdt.internal.core.ExternalAnnotationTracker,7.0,121,7.0
12917,8.0,1.0,1.0,0.0,0.0,14.0,6.0,4.0,org.eclipse.jdt.internal.core.ExternalFolderChange,5.0,121,7.0
12918,18.0,1.0,2.0,0.0,0.0,71.0,76.0,6.0,org.eclipse.jdt.internal.core.ExternalFoldersManager,9.0,121,10.0
12919,13.0,4.0,5.0,0.0,0.0,15.0,8.0,2.0,org.eclipse.jdt.internal.core.ExternalJavaProject,2.0,121,3.0
12920,6.0,4.0,6.0,0.0,0.0,19.0,21.0,4.0,org.eclipse.jdt.internal.core.ExternalPackageFragmentRoot,2.0,121,4.0
12921,20.0,3.0,7.0,0.0,1.0,37.0,23.0,4.0,org.eclipse.jdt.internal.core.ImportContainer,4.0,121,5.0
12922,5.0,2.0,1.0,0.0,0.0,1.0,1.0,1.0,org.eclipse.jdt.internal.core.ImportContainerInfo,1.0,121,1.0
12923,14.0,3.0,7.0,0.0,1.0,28.0,18.0,2.0,org.eclipse.jdt.internal.core.ImportDeclaration,2.0,121,3.0
12924,6.0,4.0,1.0,0.0,0.0,4.0,3.0,1.0,org.eclipse.jdt.internal.core.ImportDeclarationElementInfo,1.0,121,1.0
12925,19.0,4.0,5.0,0.0,1.0,33.0,18.0,3.0,org.eclipse.jdt.internal.core.Initializer,5.0,121,5.0
12926,3.0,5.0,1.0,0.0,0.0,2.0,2.0,1.0,org.eclipse.jdt.internal.core.InitializerWithChildrenInfo,1.0,121,1.0
12927,14.0,1.0,1.0,0.0,0.0,47.0,160.0,17.0,org.eclipse.jdt.internal.core.InternalNamingConventions,43.0,121,68.0
12928,4.0,2.0,3.0,0.0,0.0,12.0,9.0,1.0,org.eclipse.jdt.internal.core.JarEntryDirectory,3.0,121,3.0
12929,8.0,2.0,3.0,0.0,0.0,21.0,8.0,2.0,org.eclipse.jdt.internal.core.JarEntryFile,2.0,121,4.0
12930,9.0,1.0,2.0,0.0,2.0,22.0,19.0,3.0,org.eclipse.jdt.internal.core.JarEntryResource,4.0,121,4.0
12931,24.0,4.0,9.0,0.0,0.0,49.0,29.0,9.0,org.eclipse.jdt.internal.core.JarPackageFragment,10.0,121,12.0
12932,2.0,4.0,1.0,0.0,0.0,1.0,1.0,1.0,org.eclipse.jdt.internal.core.JarPackageFragmentInfo,1.0,121,1.0
12933,29.0,4.0,9.0,0.0,0.0,69.0,50.0,6.0,org.eclipse.jdt.internal.core.JarPackageFragmentRoot,7.0,121,12.0
12934,4.0,1.0,1.0,0.0,0.0,14.0,4.0,1.0,org.eclipse.jdt.internal.core.JavaCorePreferenceInitializer,3.0,121,3.0
12935,5.0,1.0,1.0,0.0,0.0,12.0,9.0,3.0,org.eclipse.jdt.internal.core.JavaCorePreferenceModifyListener,4.0,121,5.0
12936,144.0,1.0,17.0,1.0,2.0,136.0,145.0,9.0,org.eclipse.jdt.internal.core.JavaElement,15.0,121,33.0
